Andrey_Yeshchenko	wikicat_Russian_footballers 3
Romy_Schneider	wikicat_Actresses_from_Vienna 11445
Jonathan_Lethem_1	wikicat_Writers_from_New_York 17
Union_Douala	wikicat_Football_clubs_in_Cameroon 1
Kevin_Bacon_1	wikicat_American_actors 1
David_Bohm_0	wikicat_Jewish_agnostics 14
Wolverhampton	wikicat_Metropolitan_boroughs 8
Jonathan_Lethem_0	wikicat_Postmodern_writers 1
Paulo_Figueiredo	wikicat_People_from_Luanda 47
Roald_Dahl_1	wikicat_British_aviators 12728
Olivia_Newton-John_0	wikicat_British_actors 75
Neustrelitz	wikicat_Towns_in_Mecklenburg-Vorpommern 1
Thelma_Schoonmaker	wikicat_Living_people 1
Gmina_Tarnawatka	wordnet_administrative_district_108491826 4
Kelvin_Jack	wikicat_Association_football_goalkeepers 4
Matthew_Broderick_2	wikicat_People_from_New_York_City 1
Taiyuan	wikicat_Populated_places_established_in_the_1st_millennium_BC 2593
Cristiano_Ávalos	wikicat_Expatriate_footballers_in_South_Korea 1
Alice_Munro_1	wikicat_Canadian_novelists 13397
Mitt_Romney_0	wikicat_Massachusetts_politicians 234
Alfonso_Blanco_Antúnez	wikicat_Mexican_footballers 16
East_Carolina_University	wikicat_Universities_and_colleges_in_North_Carolina 2
Cameroon_national_football_team	wordnet_football_team_108080025 8
Bob_Hope_1	wikicat_Comedians 4
Paulo_Sérgio_Moreira_Gonçalves	wikicat_Estrela_da_Amadora_players 9
C._S._Lewis_3	wikicat_Science_fiction_writers 46
Kung_Fu_Panda_2	wikicat_Paramount_Pictures_films 1
FC_Botoșani	wikicat_Football_clubs_in_Romania 1
Alan_Ladd	wikicat_People_from_Hot_Springs,_Arkansas 11685
Yuriy_Moroz	wikicat_Living_people 1
Pascal_Zuberbühler_0	wikicat_Fulham_F.C._players 1
Islamabad	wikicat_Planned_capitals 2
Ipswich_Town_F.C.	wikicat_Football_League_Championship_clubs 32
Paul_Simpson_(footballer)_2	wikicat_Stockport_County_F.C._managers 171
George_Dantzig	wikicat_American_computer_scientists 313
Mircea_Eliade_1	wikicat_Romanian_biographers 17
Delta_Goodrem	wikicat_Singers_from_Sydney 9047
University_of_Bristol	wikicat_Organizations_established_in_1909 6761
Nainital_district	wikicat_Districts_of_Uttarakhand 1
California_State_University,_Long_Beach	wordnet_university_108286569 48
Warsaw_West_County	wikicat_Land_counties_of_Masovian_Voivodeship 12
CD_Numancia	wikicat_Multi-sport_clubs_in_Spain 3
Royal_Medal	wikicat_Biology_awards 33
Portland,_Oregon	wikicat_Populated_places_on_the_Columbia_River 896
Phil_Keaggy	wikicat_American_male_singers 1
Vanuatu	wikicat_Island_countries 1
Nicolás_Muñoz	wikicat_Association_football_forwards 15
Osnabrück	wikicat_Districts_of_Lower_Saxony 1
Joseph_Stiglitz_1	wikicat_Academics_of_the_University_of_Manchester 2170
Iván_Obolo	wikicat_Expatriate_footballers_in_Italy 48
Oxford,_Ohio	wikicat_Cities_in_Ohio 87
War_of_the_Austrian_Succession_1	wikicat_Wars_involving_Russia 1
Mark_Crossley	wikicat_Living_people 1
David_Cassidy_1	wikicat_American_television_actors 2
Luke_Corbett	wikicat_Living_people 1
Heiðar_Helguson_0	wikicat_Fulham_F.C._players 146
Hichem_Mezaïr	wikicat_WA_Tlemcen_players 12719
Elmore_Leonard_2	wikicat_American_writers 1
Carl_Friedrich_Gauss_1	wikicat_Statisticians 2195
Tony_Sealy	wikicat_The_Football_League_players 2
Jari_Litmanen_2	wikicat_Premier_League_players 31
Nelson_Mandela_0	wikicat_Marxist_writers 169
Bruno_Pereirinha_0	wikicat_S.S._Lazio_players 1
Bill_Evans_2	wikicat_Riverside_Records_artists 10773
David_Seaman	wikicat_English_footballers 1
Michele_Fini	wikicat_A.C._Siena_players 68
Captain_Beefheart_0	wikicat_Songwriters_from_California 119
Bolton_Wanderers_F.C.	wikicat_Association_football_clubs_established_in_1874 255
Pierre_Pflimlin_0	wikicat_Government_ministers_of_France 31
Milford,_Delaware	wikicat_Cities_in_Delaware 11048
Regional_Municipality_of_Peel	wordnet_administrative_district_108491826 588
Boz_Scaggs_1	wikicat_American_guitarists 24
George_R._R._Martin	wikicat_Worldcon_Guests_of_Honor 68
Walter_Novellino_1	wikicat_A.C._Perugia_Calcio_managers 11344
Jay_Mohr_1	wikicat_Living_people 1
Anthony_Eden	wikicat_Younger_sons_of_baronets 12719
Genoa_C.F.C.	wikicat_Lega_Pro_Prima_Divisione_clubs 11
FC_Steaua_București	wikicat_Liga_I_clubs 1
Hermann_Hreiðarsson	wikicat_Iceland_international_footballers 1
Upper_Normandy	wikicat_NUTS_2_statistical_regions_of_the_European_Union 1
Foeke_Booy_1	wikicat_FC_Utrecht_players 1
Lacina_Traoré_0	wikicat_Everton_F.C._players 687
Nenad_Mladenović_2	wikicat_Changsha_Ginde_players 5110
Clinton_County,_Ohio	wikicat_Populated_places_established_in_1810 1
Maroš_Klimpl	wikicat_FK_Viktoria_Žižkov_players 76
Bavaria	wordnet_administrative_district_108491826 6
Mounir_El_Hamdaoui	wikicat_Dutch_expatriates_in_England 3
George_MacDonald_Fraser_1	wikicat_British_journalists 18
Iberian_Peninsula	wikicat_Peninsulas_of_Europe 2
Charles_de_Gaulle	wikicat_20th-century_French_politicians 16
Oleksiy_Horodov	wikicat_FC_Spartak_Ivano-Frankivsk_players 167
Søren_Larsen	wikicat_Denmark_under-21_international_footballers 3
Opoczno_County	wikicat_Land_counties_of_Łódź_Voivodeship 1
Martin_Heidegger_2	wikicat_Continental_philosophers 4
Carrie_Fisher	wikicat_American_film_producers 6
Ambika_(actress)	wikicat_Actresses_in_Tamil_cinema 2
Alex_Bruce_(footballer,_born_1984)_1	wikicat_Oldham_Athletic_A.F.C._players 4
Grzegorz_Sandomierski_1	wikicat_Polish_expatriate_footballers 1
Anthony_Eden_0	wikicat_British_diplomats 10480
Dorinel_Munteanu	wikicat_Romanian_expatriates_in_Belgium 280
Bruce_Dickinson_1	wikicat_English-language_singers 2
Ville_Väisänen_1	wikicat_FC_Jazz_Pori_players 57
Michael_Hughes_(footballer)	wikicat_West_Ham_United_F.C._players 131
Michel_Aflaq_1	wikicat_Arab_politicians 1698
Henry_Fonda_1	wikicat_American_television_actors 2
Alkaline_Trio	wikicat_Epic_Records_artists 119
Virginia_Commonwealth_University	wikicat_Public_universities 12
Nick_Cave_1	wikicat_English-language_singers 56
Franco-Prussian_War	wikicat_Conflicts_in_1870 83
Benton_County,_Minnesota	wikicat_Minnesota_counties 1
Olivier_Martinez	wikicat_Male_actors_from_Paris 149
Valéry_Giscard_d'Estaing_1	wikicat_Government_ministers_of_France 30
University_of_Zurich	wordnet_university_108286569 11
Adán_Vergara_1	wikicat_Universidad_Católica_footballers 25
Midge_Ure_0	wikicat_Living_people 1
Vesa-Matti_Loiri	wordnet_person_100007846 1
Amartya_Sen_0	wikicat_Living_people 13
Steven_Spielberg_8	wikicat_American_film_directors 1
Nenad_Stojanović_1	wikicat_FK_Vojvodina_players 109
Eastbourne	wikicat_Non-metropolitan_districts 1
Sivaji_Ganesan	wikicat_Actors_in_Tamil_cinema 7
Nazir_Kazharov	wikicat_FC_Volgar_Astrakhan_players 494
Terence_Winter	wikicat_New_York_University_alumni 1276
Debbie_Reynolds	wikicat_People_from_Beverly_Hills,_California 36
Brasília_0	wikicat_States_of_Brazil 1096
Ersin_Mehmedović	wikicat_FC_Unirea_Urziceni_players 30
Kjetil_Wæhler	wikicat_Norwegian_footballers 7
Bohol	wikicat_Provinces_of_the_Philippines 4
Kuwait_City	wikicat_Port_cities_and_towns_of_the_Persian_Gulf 8
Kim_Christensen_(footballer_born_1980)_1	wikicat_FC_Twente_players 493
FC_Istres	wikicat_Football_clubs_in_France 62
All_Boys	wordnet_club_108227214 10
PH_postcode_area	wordnet_area_108497294 4778
Antonio_Rizzolo	wikicat_Italian_footballers 7
Toronto	wordnet_administrative_district_108491826 1
Christopher_Reeve_3	wikicat_American_male_soap_opera_actors 243
Andrew_Taylor_(footballer,_born_1986)	wikicat_People_from_Hartlepool 13336
Darren_Mansaram_1	wikicat_York_City_F.C._players 39
Rik_Mayall	wikicat_English_male_comedians 51
Ivor_Novello_Awards	wikicat_Music_awards 14
Putrajaya	wikicat_Capitals_in_Asia 2
Jonathan_Lethem_3	wikicat_21st-century_American_writers 1
NK_Krka	wikicat_Association_football_clubs_established_in_1922 2448
Kuwait	wikicat_Member_states_of_the_Cooperation_Council_for_the_Arab_States_of_the_Gulf 11
Stephen_Fry_0	wikicat_People_educated_at_Uppingham_School 13376
Buckethead_1	wikicat_American_bluegrass_guitarists 9987
Lucero_(entertainer)	wikicat_Mexican_female_singers 4
Brendan_Fraser_1	wikicat_American_male_film_actors 1
Illés_Zsolt_Sitku	wikicat_Hungarian_expatriates_in_Turkey 12616
Dijon_FCO	wikicat_Association_football_clubs_established_in_1936 55
Georges_Bataille_1	wikicat_French_novelists 15
Florianópolis	wikicat_State_capitals_in_Brazil 185
Gary_Moore_0	wikicat_Blues_musicians 62
Worcester	wikicat_Villages_in_the_West_Midlands_(county) 5
David_Byrne	wikicat_British_record_producers 52
Kochi	wikicat_Cities_and_towns_in_Kerala 10
Mark_Prudhoe_1	wikicat_Sunderland_A.F.C._players 94
Clint_Marcelle_1	wikicat_Gainsborough_Trinity_F.C._players 20
Maurizio_Gaudino_3	wikicat_VfL_Bochum_players 19
Jason_Blunt_0	wikicat_Guiseley_A.F.C._players 341
Lionel_Jospin	wikicat_Sciences_Po_alumni 4
Stock_Aitken_Waterman	wikicat_Songwriters 40
Andrey_Movsisyan	wikicat_FC_Saturn_Ramenskoye_players 31
Quebec	wikicat_Romance_countries_and_territories 71
Prescot_Cables_F.C.	wikicat_North_West_Counties_Football_League_clubs 121
Sandro_Calabro_0	wikicat_Eredivisie_players 7
Geoffrey_Castillion	wikicat_AFC_Ajax_players 133
Daigo_Kobayashi	wikicat_Japanese_expatriates_in_the_United_States 11053
Milan	wikicat_Populated_places_established_in_the_1st_millennium_BC 844
Ronald_Colman	wikicat_British_screenwriters 5
Wallace_Shawn_0	wordnet_person_100007846 1
Maurice_Ross	wikicat_Scotland_B_international_footballers 6
Plovdiv	wikicat_Ancient_cities 19
Michał_Kalecki	wikicat_Polish_economists 14
Nokia_0	wikicat_Electronics_companies 5134
Nikica_Jelavić	wikicat_Austrian_Football_Bundesliga_players 3
Panevėžys_County	wikicat_Subdivisions_of_Lithuania 7062
Charlie_Chaplin_1	wikicat_Vaudeville_performers 56
Greta_Scacchi_0	wikicat_Australian_people 51
Admir_Bilibani	wikicat_FC_Lausanne-Sport_players 281
Deportivo_Saprissa	wordnet_club_108227214 4
Micky_Adams_0	wikicat_Leicester_City_F.C._managers 236
Bismarck,_North_Dakota	wikicat_Cities_in_North_Dakota 2
Gary_Barlow	wikicat_People_from_Cheshire 11651
Kashmir_Valley_0	wikicat_Subdivisions_of_Pakistan 410
Finland_national_football_team	wikicat_National_sports_teams_of_Finland 30
Steve_Torpey_(footballer,_born_1981)_0	wikicat_Fleetwood_Town_F.C._players 74
Tam_McManus_1	wikicat_Scottish_Premier_League_players 3
City_of_Canada_Bay	wikicat_Local_government_areas_in_Sydney 3755
Cameron_Mitchell_(actor)	wikicat_American_people_of_Scottish_descent 33
Empoli_F.C.	wikicat_Association_football_clubs_established_in_1920 526
Liam_Burns	wikicat_Football_Conference_players 7
Louisville	wikicat_Cities_in_the_United_States 1613
PSFC_Chernomorets_Burgas	wikicat_Sports_clubs_established_in_2005 9274
Shaanxi	wikicat_Regions_of_China 1631
Hapoel_Rishon_LeZion_F.C.	wordnet_club_108227214 1
Trabzon	wikicat_Ancient_Greek_sites_in_Turkey 2
University_of_Rhode_Island	wikicat_Flagship_universities_in_the_United_States 2
Leelanau_County,_Michigan	wikicat_Populated_places_established_in_1840 8726
University_of_New_Brunswick	wikicat_Educational_institutions_established_in_the_1780s 52
Delron_Buckley	wikicat_Maritzburg_United_F.C._players 277
VU_University_Amsterdam	wordnet_university_108286569 15
Bury_F.C.	wikicat_Football_clubs_in_Bury 10212
Mülheim	wikicat_Districts_of_North_Rhine-Westphalia 3
The_Hague	wikicat_Port_cities_and_towns_of_the_North_Sea 17
Andrew_V._McLaglen	wikicat_Western_(genre)_film_directors 54
Janakpur_Zone	wikicat_Zones_of_Nepal 1
Richard_O'Donnell_0	wikicat_Stockport_County_F.C._players 105
Democratic_Alliance_(South_Africa)	wikicat_Liberal_parties 2
Laurent_Fabius	wikicat_French_Ministers_of_Finance 1
Baltimore_County,_Maryland	wordnet_county_108546183 1
Émile_Mpenza_1	wikicat_Belgium_international_footballers 11
VfL_Osnabrück	wikicat_Football_clubs_in_Germany 1
Australia_national_football_team	wikicat_Asian_national_association_football_teams 3
Cameroon	wikicat_Member_states_of_the_Commonwealth_of_Nations 4
Mark_Owen	wikicat_Musicians_from_Greater_Manchester 13288
Club_Atlético_Sarmiento	wikicat_Association_football_clubs_established_in_1911 410
Jürgen_Moser	wikicat_American_people 1
Christian_Callejas	wikicat_Uruguayan_footballers 1
Russ_Tamblyn	wikicat_American_male_dancers 134
François_Remetter	wikicat_France_international_footballers 125
Münster	wordnet_administrative_district_108491826 14
Newport_RFC	wikicat_Welsh_rugby_union_teams 6442
University_of_Marburg	wordnet_university_108286569 3
Silver_Star	wikicat_Courage_awards 2
Northern_Region,_Ghana	wikicat_Regions_of_Ghana 3
Leah_Laiman	wikicat_American_soap_opera_writers 2941
Willard_Van_Orman_Quine_1	wikicat_Pragmatists 17
Hillsborough_County,_Florida	wikicat_Counties_in_the_Tampa_Bay_Area 5222
Phil_Keaggy	wikicat_American_composers 16
Konrad_Adenauer	wikicat_Grand_Officers_of_the_Order_of_Merit_of_the_Italian_Republic 33
Portland,_Maine	wikicat_Cities_in_Cumberland_County,_Maine 1
Denis_Leary_3	wikicat_Irish_male_comedians 10387
Jared_Borgetti	wikicat_2005_FIFA_Confederations_Cup_players 92
Theo_Lucius_0	wikicat_Dutch_footballers 16
Alexander_Herzen_1	wikicat_Opinion_journalists 161
Jason_Blunt_0	wikicat_Goole_A.F.C._players 89
Mark_Prudhoe_0	wikicat_Bristol_City_F.C._players 12
Haim_Silvas	wikicat_Living_people 3
Pepe_Reina	wikicat_Living_people 2
Netherlands_national_football_team	wikicat_National_sports_teams_of_the_Netherlands 59
Columbia_Business_School	wikicat_Universities_and_colleges_in_New_York_City 1
Robert_Enke	wikicat_UEFA_Euro_2008_players 784
Sigmund_Freud_1	wikicat_Jewish_scientists 1
Setagaya,_Tokyo	wikicat_1964_Summer_Olympic_venues 8256
Diego_Serna	wikicat_New_England_Revolution_players 17
Aurelio_Vidmar	wikicat_1997_FIFA_Confederations_Cup_players 117
Club_León	wordnet_club_108227214 213
New_York_Cosmos	wikicat_Association_football_clubs_established_in_1971 4850
Beerschot_AC	wordnet_club_108227214 1
George_Clinton_(musician)_2	wikicat_21st-century_American_singers 1
Chandigarh	wikicat_Planned_cities 108
John_Milton_2	wikicat_Writers 1
Ebbw_Vale_F.C.	wikicat_Association_football_clubs_established_in_1888 262
Guy_Feutchine_1	wikicat_Kallithea_F.C._players 614
Robert_B._Parker_0	wikicat_Thriller_writers 41
C._V._Sridhar	wikicat_Indian_film_directors 6
Pete_Seeger_1	wordnet_artist_109812338 1
George_Oghani_0	wikicat_Bury_F.C._players 42
Manuel_Blum_1	wikicat_Living_people 3
Olubayo_Adefemi	wikicat_Olympic_footballers_of_Nigeria 2
Silver_Star	wikicat_Military_awards_and_decorations_of_the_United_States 2
Darío_Flores_0	wikicat_Liga_I_players 1
FC_Chiasso	wikicat_Association_football_clubs_established_in_1905 5067
Alexandre_Faioli	wikicat_Living_people 1
Vyacheslav_Sviderskyi_1	wikicat_FC_Dynamo_Kyiv_players 4
Trabzonspor	wikicat_Football_clubs_in_Turkey 233
George_H._W._Bush	wikicat_20th-century_American_writers 13
Aaran_Lines_2	wikicat_Rochester_Rhinos_players 594
Millwall_F.C.	wikicat_Association_football_clubs_established_in_1885 34
Nicolás_Diez_1	wikicat_Deportivo_Táchira_players 41
Paul_Konchesky	wikicat_West_Ham_United_F.C._players 1
Corfu	wikicat_Mediterranean_port_cities_and_towns_in_Greece 5
The_Simpsons_Movie_1	wikicat_American_animated_films 13
Richard_Feynman_0	wikicat_Quantum_physicists 57
Aurelio_Vidmar_1	wikicat_Croydon_Kings_players 11154
Rivaldo_Barbosa_de_Souza	wikicat_Sport_Club_do_Recife_players 54
Craig_Armstrong_(footballer)_1	wikicat_Burnley_F.C._players 91
FC_Volochanin-Ratmir_Vyshny_Volochyok	wikicat_Association_football_clubs_established_in_1989 2118
Émile_Durkheim	wikicat_French_people 1
Brooke_Shields_0	wikicat_20th-century_actors 2
Fontenay-sous-Bois	wikicat_Cities_in_France 1
Philip_Pullman_0	wikicat_20th-century_British_novelists 1
Simran_(actress)	wikicat_20th-century_Indian_actresses 1
Transylvania	wikicat_Former_countries_in_Europe 2247
Sofia_Coppola_0	wikicat_American_women_film_directors 3
Riza_Lushta_0	wikicat_Serie_A_footballers 6
Long_Beach,_California	wikicat_Incorporated_cities_and_towns_in_California 1
Olivia_Newton-John_1	wikicat_People_of_Welsh_descent 17
Carlos_María_Morales	wikicat_LDU_Quito_footballers 3314
Nottingham	wikicat_University_towns_in_the_United_Kingdom 5
Sky_Blue_FC	wikicat_New_Jersey_soccer_clubs 73
U.S._Cremonese	wikicat_Association_football_clubs_established_in_1910 4
