Andrey_Yeshchenko	wikicat_Russian_footballers 2
Daryl_Taylor	wikicat_Walsall_F.C._players 30
Adam_Rooney	wikicat_Scottish_Football_League_players 13
Danny_Califf	wikicat_LA_Galaxy_players 61
Greifswald	wikicat_Port_cities 5
Västra_Götaland_County	wikicat_Provinces_of_Sweden 108
Vietnam	wikicat_Socialist_states 1
Hristo_Stoichkov	wikicat_Bulgarian_expatriates_in_Spain 1
Roald_Dahl	wikicat_British_people_of_World_War_II 388
Thespakusatsu_Gunma	wikicat_Football_clubs_in_Japan 1
Eric_Clapton	wikicat_Blues_guitarists 6510
Bernard_Hill	wikicat_English_stage_actors 1
Santos_FC_(women)	wordnet_club_108227214 1
Delron_Buckley	wikicat_Borussia_Dortmund_II_players 226
Michael_Hughes_(footballer)	wikicat_People_from_Larne 9111
Lublin_County	wikicat_Counties_of_Poland 94
Søren_Larsen	wikicat_Brøndby_IF_players 32
Vladan_Milovanović	wikicat_SC_Austria_Lustenau_players 2063
Velletri	wikicat_Cities_and_towns_in_Italy 24
Patricia_Neal	wikicat_American_actresses 1
Aleksandar_Trišović	wikicat_FC_Metalist_Kharkiv_players 6
Steven_Tyler	wikicat_American_people_of_German_descent 19
Mato_Neretljak	wikicat_Living_people 1
Birmingham_City_F.C.	wikicat_Premier_League_clubs 1
Mike_Pollitt	wikicat_Burnley_F.C._players 25
James_Watson	wikicat_Nobel_laureates_in_Physiology_or_Medicine 696
S.V._Zulte_Waregem	wikicat_Association_football_clubs_established_in_2001 557
Dan_Eggen	wikicat_Norwegian_football_managers 133
Sullivan_County,_Missouri	wikicat_Missouri_counties 5
Bournemouth	wordnet_site_108651247 1
Adam_Smith	wikicat_Scottish_people 55
Allen_Ginsberg	wikicat_Jewish_anarchists 1
Gilbert_Bodart	wikicat_Belgium_international_footballers 64
Nancy_Sinatra	wikicat_Living_people 1
Serhiy_Rozhok	wikicat_FC_Kryvbas_Kryvyi_Rih_players 6
Darren_Mansaram	wikicat_Armthorpe_Welfare_F.C._players 479
Warsaw	wordnet_administrative_district_108491826 1
Terrel_Castle	wikicat_American_expatriate_basketball_people_in_Spain 2
Porto-Novo	wikicat_Capitals 183
Teenage_Mutant_Ninja_Turtles_(film_series)	wikicat_Films_featuring_anthropomorphic_characters 19
The_Story_of_Alexander_Graham_Bell	wikicat_English-language_films 1
Walt_Disney	wikicat_American_people_of_Irish_descent 13
Karl_Marx	wikicat_English_philosophers 141
Dune_(film)	wikicat_American_films 6
Jack_Cork	wikicat_England_under-21_international_footballers 4
Neil_Wood	wikicat_Expatriate_footballers_in_Bosnia_and_Herzegovina 75
Turek_County	wikicat_Land_counties_of_Greater_Poland_Voivodeship 4
Mort_Shuman	wikicat_Jewish_American_musicians 48
George_Dantzig	wikicat_American_operations_researchers 5
Columbus,_Ohio	wikicat_Planned_cities_in_the_United_States 189
Sewickley,_Pennsylvania	wikicat_Pennsylvania_populated_places_on_the_Ohio_River 8556
Castile-La_Mancha	wikicat_NUTS_2_statistical_regions_of_the_European_Union 1
Frederik_Pohl	wikicat_English-language_writers 1
Roy_Scheider	wikicat_Rutgers_University_alumni 6258
French_language	wikicat_Languages_of_Lebanon 12
Franco_Da_Dalt	wikicat_A.S._Varese_1910_players 115
Andrej_Hesek	wikicat_FK_Senica_players 7778
Chien-Shiung_Wu	wikicat_20th-century_women 78
Mauricio_Hanuch	wikicat_Estudiantes_de_La_Plata_footballers 1
Belgium	wikicat_French-speaking_countries_and_territories 1
Irvine,_North_Ayrshire	wikicat_Ports_and_harbours_of_Scotland 8
Georges_Bataille	wikicat_French_philosophers 1
Wydad_Casablanca	wikicat_Football_clubs_in_Morocco 4
Tanya_Tucker	wordnet_artist_109812338 3
Williams_Martínez	wikicat_Expatriate_footballers_in_France 3
Waupaca_County,_Wisconsin	wordnet_county_108546183 1
Ludwig_Boltzmann	wikicat_Scientists_who_committed_suicide 7422
Alex_Revell	wikicat_Rotherham_United_F.C._players 171
Nikola_Jozić	wikicat_Eintracht_Frankfurt_players 1200
Moscow	wikicat_Special_Economic_Zones 34
Krunoslav_Lovrek	wikicat_Croatian_expatriate_footballers 2
Ian_Thomas-Moore	wikicat_Burnley_F.C._players 70
Eduardo_Costa	wikicat_People_from_Rio_Grande_do_Sul 1
Abia_State	wikicat_States_in_Igboland 1
Dennis_Lehane	wikicat_American_crime_fiction_writers 1
Mexico_national_under-23_football_team	wikicat_National_sports_teams_of_Mexico 14
Beaufort,_South_Carolina	wikicat_Populated_places_in_Beaufort_County,_South_Carolina 12048
Nick_Cave	wikicat_Alternative_rock_musicians 1148
Inter_Milan	wikicat_Unrelegated_association_football_clubs 27
Dublin	wikicat_Towns_and_villages_in_County_Dublin 317
Borough_of_Fylde	wordnet_administrative_district_108491826 2
Oleg_Veretennikov	wikicat_FC_Rotor_Volgograd_players 21
Prince_Philip,_Duke_of_Edinburgh	wikicat_British_people_of_German_descent 9993
Belo_Horizonte	wikicat_Populated_places_established_in_1701 2507
Germany	wikicat_Federal_countries 18
Anel_Canales	wikicat_Association_football_forwards 1
Order_of_the_Star_of_Italian_Solidarity	wikicat_Awards_established_in_1947 807
Ahmed_Deen	wikicat_Bishop's_Stortford_F.C._players 36
fr/Avenir_sportif_de_La_Marsa_(football)	wikicat_Football_clubs_in_Tunisia 4331
Sociedade_Esportiva_do_Gama	wikicat_Football_clubs_in_Brazil 3
Palm_Springs,_California	wikicat_Incorporated_cities_and_towns_in_California 2
Nikopol,_Ukraine	wikicat_Cities_in_Dnipropetrovsk_Oblast 16
Bruno_Rodriguez	wikicat_AC_Ajaccio_players 35
Roger_Glover	wikicat_Heavy_metal_bass_guitarists 8161
Zacatepec	wikicat_Ascenso_MX_teams 2
Gyula_Lóránt	wikicat_20th-century_Hungarian_people 5719
William_Maxwell_(footballer)	wikicat_Belgium_national_football_team_managers 6592
Dario_Smoje	wikicat_Superleague_Greece_players 5
The_Lion_King	wikicat_Films_about_apes 444
Hugo_Carreira	wikicat_Expatriate_footballers_in_China 1
Gmina_Szelków	wordnet_administrative_district_108491826 3
Rodney_Bush	wikicat_Scottish_Football_League_players 245
Melissa_Tancredi	wikicat_Saint_Louis_Athletica_players 4966
Steve_Bowey	wikicat_Living_people 18
Clonmel	wikicat_Towns_and_villages_in_County_Tipperary 197
Ludwig_von_Mises	wikicat_Libertarian_theorists 182
Vanče_Šikov	wikicat_Macedonia_international_footballers 9
Aaran_Lines	wikicat_SV_Werder_Bremen_II_players 5058
Romy_Schneider	wikicat_Actresses_from_Vienna 6795
Jonathan_Lethem	wikicat_Writers_from_New_York 39
Union_Douala	wikicat_Football_clubs_in_Cameroon 1
Kevin_Bacon	wikicat_American_actors 1
David_Bohm	wikicat_Jewish_agnostics 9
Wolverhampton	wikicat_Metropolitan_boroughs 3
Jonathan_Lethem	wikicat_Postmodern_writers 1
Paulo_Figueiredo	wikicat_People_from_Luanda 30
Roald_Dahl	wikicat_British_aviators 7887
Olivia_Newton-John	wikicat_British_actors 562
Neustrelitz	wikicat_Towns_in_Mecklenburg-Vorpommern 2
Thelma_Schoonmaker	wikicat_Living_people 2
Gmina_Tarnawatka	wordnet_administrative_district_108491826 1
Kelvin_Jack	wikicat_Association_football_goalkeepers 66
Matthew_Broderick	wikicat_People_from_New_York_City 1
Taiyuan	wikicat_Populated_places_established_in_the_1st_millennium_BC 2848
Cristiano_Ávalos	wikicat_Expatriate_footballers_in_South_Korea 1
Alice_Munro	wikicat_Canadian_novelists 7989
Mitt_Romney	wikicat_Massachusetts_politicians 106
Alfonso_Blanco_Antúnez	wikicat_Mexican_footballers 18
East_Carolina_University	wikicat_Universities_and_colleges_in_North_Carolina 1
Cameroon_national_football_team	wordnet_football_team_108080025 45
Bob_Hope	wikicat_Comedians 8
Paulo_Sérgio_Moreira_Gonçalves	wikicat_Estrela_da_Amadora_players 12
C._S._Lewis	wikicat_Science_fiction_writers 76
Kung_Fu_Panda	wikicat_Paramount_Pictures_films 1
FC_Botoșani	wikicat_Football_clubs_in_Romania 1
Alan_Ladd	wikicat_People_from_Hot_Springs,_Arkansas 9449
Yuriy_Moroz	wikicat_Living_people 1
Pascal_Zuberbühler	wikicat_Fulham_F.C._players 1
Islamabad	wikicat_Planned_capitals 3
Ipswich_Town_F.C.	wikicat_Football_League_Championship_clubs 24
Paul_Simpson_(footballer)	wikicat_Stockport_County_F.C._managers 1360
George_Dantzig	wikicat_American_computer_scientists 13
Mircea_Eliade	wikicat_Romanian_biographers 24
Delta_Goodrem	wikicat_Singers_from_Sydney 10208
University_of_Bristol	wikicat_Organizations_established_in_1909 6592
Nainital_district	wikicat_Districts_of_Uttarakhand 1
California_State_University,_Long_Beach	wordnet_university_108286569 50
Warsaw_West_County	wikicat_Land_counties_of_Masovian_Voivodeship 25
CD_Numancia	wikicat_Multi-sport_clubs_in_Spain 7
Royal_Medal	wikicat_Biology_awards 5
Portland,_Oregon	wikicat_Populated_places_on_the_Columbia_River 94
Phil_Keaggy	wikicat_American_male_singers 1
Vanuatu	wikicat_Island_countries 3
Nicolás_Muñoz	wikicat_Association_football_forwards 59
Osnabrück	wikicat_Districts_of_Lower_Saxony 1
Joseph_Stiglitz	wikicat_Academics_of_the_University_of_Manchester 1060
Iván_Obolo	wikicat_Expatriate_footballers_in_Italy 5
Oxford,_Ohio	wikicat_Cities_in_Ohio 22
War_of_the_Austrian_Succession	wikicat_Wars_involving_Russia 1
Mark_Crossley	wikicat_Living_people 1
David_Cassidy	wikicat_American_television_actors 5
Luke_Corbett	wikicat_Living_people 1
Heiðar_Helguson	wikicat_Fulham_F.C._players 18
Hichem_Mezaïr	wikicat_WA_Tlemcen_players 11032
Elmore_Leonard	wikicat_American_writers 1
Carl_Friedrich_Gauss	wikicat_Statisticians 8486
Tony_Sealy	wikicat_The_Football_League_players 1
Jari_Litmanen	wikicat_Premier_League_players 28
Nelson_Mandela	wikicat_Marxist_writers 34
Bruno_Pereirinha	wikicat_S.S._Lazio_players 3
Bill_Evans	wikicat_Riverside_Records_artists 9063
David_Seaman	wikicat_English_footballers 1
Michele_Fini	wikicat_A.C._Siena_players 10
Captain_Beefheart	wikicat_Songwriters_from_California 891
Bolton_Wanderers_F.C.	wikicat_Association_football_clubs_established_in_1874 450
Pierre_Pflimlin	wikicat_Government_ministers_of_France 21
Milford,_Delaware	wikicat_Cities_in_Delaware 6281
Regional_Municipality_of_Peel	wordnet_administrative_district_108491826 34
Boz_Scaggs	wikicat_American_guitarists 6
George_R._R._Martin	wikicat_Worldcon_Guests_of_Honor 263
Walter_Novellino	wikicat_A.C._Perugia_Calcio_managers 7781
Jay_Mohr	wikicat_Living_people 23
Anthony_Eden	wikicat_Younger_sons_of_baronets 7233
Genoa_C.F.C.	wikicat_Lega_Pro_Prima_Divisione_clubs 2
FC_Steaua_București	wikicat_Liga_I_clubs 1
Hermann_Hreiðarsson	wikicat_Iceland_international_footballers 1
Upper_Normandy	wikicat_NUTS_2_statistical_regions_of_the_European_Union 1
Foeke_Booy	wikicat_FC_Utrecht_players 10
Lacina_Traoré	wikicat_Everton_F.C._players 815
Nenad_Mladenović	wikicat_Changsha_Ginde_players 12151
Clinton_County,_Ohio	wikicat_Populated_places_established_in_1810 1
Maroš_Klimpl	wikicat_FK_Viktoria_Žižkov_players 24
Bavaria	wordnet_administrative_district_108491826 6
Mounir_El_Hamdaoui	wikicat_Dutch_expatriates_in_England 1
George_MacDonald_Fraser	wikicat_British_journalists 12
Iberian_Peninsula	wikicat_Peninsulas_of_Europe 4
Charles_de_Gaulle	wikicat_20th-century_French_politicians 6
Oleksiy_Horodov	wikicat_FC_Spartak_Ivano-Frankivsk_players 4810
Søren_Larsen	wikicat_Denmark_under-21_international_footballers 4
Opoczno_County	wikicat_Land_counties_of_Łódź_Voivodeship 1
Martin_Heidegger	wikicat_Continental_philosophers 1
Carrie_Fisher	wikicat_American_film_producers 3
Ambika_(actress)	wikicat_Actresses_in_Tamil_cinema 2
Alex_Bruce_(footballer,_born_1984)	wikicat_Oldham_Athletic_A.F.C._players 11
Grzegorz_Sandomierski	wikicat_Polish_expatriate_footballers 1
Anthony_Eden	wikicat_British_diplomats 8189
Dorinel_Munteanu	wikicat_Romanian_expatriates_in_Belgium 196
Bruce_Dickinson	wikicat_English-language_singers 2
Ville_Väisänen	wikicat_FC_Jazz_Pori_players 23
Michael_Hughes_(footballer)	wikicat_West_Ham_United_F.C._players 29
Michel_Aflaq	wikicat_Arab_politicians 194
Henry_Fonda	wikicat_American_television_actors 2
Alkaline_Trio	wikicat_Epic_Records_artists 651
Virginia_Commonwealth_University	wikicat_Public_universities 14
Nick_Cave	wikicat_English-language_singers 37
Franco-Prussian_War	wikicat_Conflicts_in_1870 168
Benton_County,_Minnesota	wikicat_Minnesota_counties 1
Olivier_Martinez	wikicat_Male_actors_from_Paris 29
Valéry_Giscard_d'Estaing	wikicat_Government_ministers_of_France 9
University_of_Zurich	wordnet_university_108286569 35
Adán_Vergara	wikicat_Universidad_Católica_footballers 94
Midge_Ure	wikicat_Living_people 1
Vesa-Matti_Loiri	wordnet_person_100007846 2
Amartya_Sen	wikicat_Living_people 1
Steven_Spielberg	wikicat_American_film_directors 1
Nenad_Stojanović	wikicat_FK_Vojvodina_players 71
Eastbourne	wikicat_Non-metropolitan_districts 1
Sivaji_Ganesan	wikicat_Actors_in_Tamil_cinema 9
Nazir_Kazharov	wikicat_FC_Volgar_Astrakhan_players 1508
Terence_Winter	wikicat_New_York_University_alumni 1493
Debbie_Reynolds	wikicat_People_from_Beverly_Hills,_California 175
Brasília	wikicat_States_of_Brazil 3183
Ersin_Mehmedović	wikicat_FC_Unirea_Urziceni_players 52
Kjetil_Wæhler	wikicat_Norwegian_footballers 1
Bohol	wikicat_Provinces_of_the_Philippines 18
Kuwait_City	wikicat_Port_cities_and_towns_of_the_Persian_Gulf 17
Kim_Christensen_(footballer_born_1980)	wikicat_FC_Twente_players 144
FC_Istres	wikicat_Football_clubs_in_France 384
All_Boys	wordnet_club_108227214 7
PH_postcode_area	wordnet_area_108497294 12
Antonio_Rizzolo	wikicat_Italian_footballers 1
Toronto	wordnet_administrative_district_108491826 4
Christopher_Reeve	wikicat_American_male_soap_opera_actors 447
Andrew_Taylor_(footballer,_born_1986)	wikicat_People_from_Hartlepool 6325
Darren_Mansaram	wikicat_York_City_F.C._players 114
Rik_Mayall	wikicat_English_male_comedians 106
Ivor_Novello_Awards	wikicat_Music_awards 24
Putrajaya	wikicat_Capitals_in_Asia 6
Jonathan_Lethem	wikicat_21st-century_American_writers 2
NK_Krka	wikicat_Association_football_clubs_established_in_1922 169
Kuwait	wikicat_Member_states_of_the_Cooperation_Council_for_the_Arab_States_of_the_Gulf 8
Stephen_Fry	wikicat_People_educated_at_Uppingham_School 8772
Buckethead	wikicat_American_bluegrass_guitarists 10936
Lucero_(entertainer)	wikicat_Mexican_female_singers 18
Brendan_Fraser	wikicat_American_male_film_actors 1
Illés_Zsolt_Sitku	wikicat_Hungarian_expatriates_in_Turkey 7862
Dijon_FCO	wikicat_Association_football_clubs_established_in_1936 32
Georges_Bataille	wikicat_French_novelists 10
Florianópolis	wikicat_State_capitals_in_Brazil 60
Gary_Moore	wikicat_Blues_musicians 436
Worcester	wikicat_Villages_in_the_West_Midlands_(county) 5
David_Byrne	wikicat_British_record_producers 102
Kochi	wikicat_Cities_and_towns_in_Kerala 82
Mark_Prudhoe	wikicat_Sunderland_A.F.C._players 63
Clint_Marcelle	wikicat_Gainsborough_Trinity_F.C._players 66
Maurizio_Gaudino	wikicat_VfL_Bochum_players 1
Jason_Blunt	wikicat_Guiseley_A.F.C._players 303
Lionel_Jospin	wikicat_Sciences_Po_alumni 1
Stock_Aitken_Waterman	wikicat_Songwriters 100
Andrey_Movsisyan	wikicat_FC_Saturn_Ramenskoye_players 6
Quebec	wikicat_Romance_countries_and_territories 35
Prescot_Cables_F.C.	wikicat_North_West_Counties_Football_League_clubs 27
Sandro_Calabro	wikicat_Eredivisie_players 1
Geoffrey_Castillion	wikicat_AFC_Ajax_players 75
Daigo_Kobayashi	wikicat_Japanese_expatriates_in_the_United_States 8749
Milan	wikicat_Populated_places_established_in_the_1st_millennium_BC 21
Ronald_Colman	wikicat_British_screenwriters 30
Wallace_Shawn	wordnet_person_100007846 1
Maurice_Ross	wikicat_Scotland_B_international_footballers 8
Plovdiv	wikicat_Ancient_cities 72
Michał_Kalecki	wikicat_Polish_economists 32
Nokia	wikicat_Electronics_companies 9052
Nikica_Jelavić	wikicat_Austrian_Football_Bundesliga_players 5
Panevėžys_County	wikicat_Subdivisions_of_Lithuania 8248
Charlie_Chaplin	wikicat_Vaudeville_performers 4
Greta_Scacchi	wikicat_Australian_people 5
Admir_Bilibani	wikicat_FC_Lausanne-Sport_players 124
Deportivo_Saprissa	wordnet_club_108227214 15
Micky_Adams	wikicat_Leicester_City_F.C._managers 371
Bismarck,_North_Dakota	wikicat_Cities_in_North_Dakota 3
Gary_Barlow	wikicat_People_from_Cheshire 8156
Kashmir_Valley	wikicat_Subdivisions_of_Pakistan 17
Finland_national_football_team	wikicat_National_sports_teams_of_Finland 25
Steve_Torpey_(footballer,_born_1981)	wikicat_Fleetwood_Town_F.C._players 22
Tam_McManus	wikicat_Scottish_Premier_League_players 2
City_of_Canada_Bay	wikicat_Local_government_areas_in_Sydney 11469
Cameron_Mitchell_(actor)	wikicat_American_people_of_Scottish_descent 117
Empoli_F.C.	wikicat_Association_football_clubs_established_in_1920 24
Liam_Burns	wikicat_Football_Conference_players 3
Louisville	wikicat_Cities_in_the_United_States 10410
PSFC_Chernomorets_Burgas	wikicat_Sports_clubs_established_in_2005 1395
Shaanxi	wikicat_Regions_of_China 3357
Hapoel_Rishon_LeZion_F.C.	wordnet_club_108227214 1
Trabzon	wikicat_Ancient_Greek_sites_in_Turkey 6
University_of_Rhode_Island	wikicat_Flagship_universities_in_the_United_States 6
Leelanau_County,_Michigan	wikicat_Populated_places_established_in_1840 13380
University_of_New_Brunswick	wikicat_Educational_institutions_established_in_the_1780s 67
Delron_Buckley	wikicat_Maritzburg_United_F.C._players 452
VU_University_Amsterdam	wordnet_university_108286569 311
Bury_F.C.	wikicat_Football_clubs_in_Bury 7043
Mülheim	wikicat_Districts_of_North_Rhine-Westphalia 5
The_Hague	wikicat_Port_cities_and_towns_of_the_North_Sea 36
Andrew_V._McLaglen	wikicat_Western_(genre)_film_directors 28
Janakpur_Zone	wikicat_Zones_of_Nepal 1
Richard_O'Donnell	wikicat_Stockport_County_F.C._players 36
Democratic_Alliance_(South_Africa)	wikicat_Liberal_parties 4
Laurent_Fabius	wikicat_French_Ministers_of_Finance 8
Baltimore_County,_Maryland	wordnet_county_108546183 3
Émile_Mpenza	wikicat_Belgium_international_footballers 37
VfL_Osnabrück	wikicat_Football_clubs_in_Germany 1
Australia_national_football_team	wikicat_Asian_national_association_football_teams 3
Cameroon	wikicat_Member_states_of_the_Commonwealth_of_Nations 5
Mark_Owen	wikicat_Musicians_from_Greater_Manchester 7137
Club_Atlético_Sarmiento	wikicat_Association_football_clubs_established_in_1911 10677
Jürgen_Moser	wikicat_American_people 1
Christian_Callejas	wikicat_Uruguayan_footballers 1
Russ_Tamblyn	wikicat_American_male_dancers 4941
François_Remetter	wikicat_France_international_footballers 1157
Münster	wordnet_administrative_district_108491826 423
Newport_RFC	wikicat_Welsh_rugby_union_teams 6572
University_of_Marburg	wordnet_university_108286569 123
Silver_Star	wikicat_Courage_awards 19
Northern_Region,_Ghana	wikicat_Regions_of_Ghana 1
Leah_Laiman	wikicat_American_soap_opera_writers 955
Willard_Van_Orman_Quine	wikicat_Pragmatists 64
Hillsborough_County,_Florida	wikicat_Counties_in_the_Tampa_Bay_Area 6436
Phil_Keaggy	wikicat_American_composers 7
Konrad_Adenauer	wikicat_Grand_Officers_of_the_Order_of_Merit_of_the_Italian_Republic 127
Portland,_Maine	wikicat_Cities_in_Cumberland_County,_Maine 1
Denis_Leary	wikicat_Irish_male_comedians 11405
Jared_Borgetti	wikicat_2005_FIFA_Confederations_Cup_players 234
Theo_Lucius	wikicat_Dutch_footballers 3
Alexander_Herzen	wikicat_Opinion_journalists 907
Jason_Blunt	wikicat_Goole_A.F.C._players 109
Mark_Prudhoe	wikicat_Bristol_City_F.C._players 1
Haim_Silvas	wikicat_Living_people 80
Pepe_Reina	wikicat_Living_people 1
Netherlands_national_football_team	wikicat_National_sports_teams_of_the_Netherlands 53
Columbia_Business_School	wikicat_Universities_and_colleges_in_New_York_City 1
Robert_Enke	wikicat_UEFA_Euro_2008_players 330
Sigmund_Freud	wikicat_Jewish_scientists 1
Setagaya,_Tokyo	wikicat_1964_Summer_Olympic_venues 6976
Diego_Serna	wikicat_New_England_Revolution_players 29
Aurelio_Vidmar	wikicat_1997_FIFA_Confederations_Cup_players 655
Club_León	wordnet_club_108227214 346
New_York_Cosmos	wikicat_Association_football_clubs_established_in_1971 52
Beerschot_AC	wordnet_club_108227214 1
George_Clinton_(musician)	wikicat_21st-century_American_singers 2
Chandigarh	wikicat_Planned_cities 69
John_Milton	wikicat_Writers 1
Ebbw_Vale_F.C.	wikicat_Association_football_clubs_established_in_1888 798
Guy_Feutchine	wikicat_Kallithea_F.C._players 876
Robert_B._Parker	wikicat_Thriller_writers 7
C._V._Sridhar	wikicat_Indian_film_directors 3
Pete_Seeger	wordnet_artist_109812338 1
George_Oghani	wikicat_Bury_F.C._players 172
Manuel_Blum	wikicat_Living_people 632
Olubayo_Adefemi	wikicat_Olympic_footballers_of_Nigeria 45
Silver_Star	wikicat_Military_awards_and_decorations_of_the_United_States 1
Darío_Flores	wikicat_Liga_I_players 1
FC_Chiasso	wikicat_Association_football_clubs_established_in_1905 3127
Alexandre_Faioli	wikicat_Living_people 1
Vyacheslav_Sviderskyi	wikicat_FC_Dynamo_Kyiv_players 5
Trabzonspor	wikicat_Football_clubs_in_Turkey 624
George_H._W._Bush	wikicat_20th-century_American_writers 2
Aaran_Lines	wikicat_Rochester_Rhinos_players 422
Millwall_F.C.	wikicat_Association_football_clubs_established_in_1885 874
Nicolás_Diez	wikicat_Deportivo_Táchira_players 1
Paul_Konchesky	wikicat_West_Ham_United_F.C._players 1
Corfu	wikicat_Mediterranean_port_cities_and_towns_in_Greece 13
The_Simpsons_Movie	wikicat_American_animated_films 31
Richard_Feynman	wikicat_Quantum_physicists 107
Aurelio_Vidmar	wikicat_Croydon_Kings_players 9511
Rivaldo_Barbosa_de_Souza	wikicat_Sport_Club_do_Recife_players 16
Craig_Armstrong_(footballer)	wikicat_Burnley_F.C._players 251
FC_Volochanin-Ratmir_Vyshny_Volochyok	wikicat_Association_football_clubs_established_in_1989 837
Émile_Durkheim	wikicat_French_people 1
Brooke_Shields	wikicat_20th-century_actors 2
Fontenay-sous-Bois	wikicat_Cities_in_France 1
Philip_Pullman	wikicat_20th-century_British_novelists 2
Simran_(actress)	wikicat_20th-century_Indian_actresses 1
Transylvania	wikicat_Former_countries_in_Europe 255
Sofia_Coppola	wikicat_American_women_film_directors 834
Riza_Lushta	wikicat_Serie_A_footballers 2
Long_Beach,_California	wikicat_Incorporated_cities_and_towns_in_California 1
Olivia_Newton-John	wikicat_People_of_Welsh_descent 248
Carlos_María_Morales	wikicat_LDU_Quito_footballers 479
Nottingham	wikicat_University_towns_in_the_United_Kingdom 2
Sky_Blue_FC	wikicat_New_Jersey_soccer_clubs 123
U.S._Cremonese	wikicat_Association_football_clubs_established_in_1910 21
Greg_Strong	wikicat_Scottish_Premier_League_players 18
Keanu_Reeves	wikicat_American_atheists 825
Milan_Stojanoski	wikicat_Macedonian_footballers 6
Matteo_Momentè	wikicat_People_from_the_Province_of_Venice 7685
David_Hume	wikicat_Atheist_philosophers 24
Mauro_Sérgio_Viriato_Mendes	wikicat_Santos_Futebol_Clube_players 36
SV_Eintracht_Trier_05	wikicat_Football_clubs_in_Germany 1
Charlie_Chaplin	wikicat_Slapstick_comedians 8166
Vladimir_Vasilj	wikicat_NK_Varaždin_players 3
Vital_Lyadzyanyow	wikicat_FC_Gorodeya_players 9466
Lionel_Jospin	wikicat_French_socialists 1
