Andrey_Yeshchenko	wikicat_Russian_footballers 10
Regional_Municipality_of_Peel	wordnet_administrative_district_108491826 311
Boz_Scaggs	wikicat_American_guitarists 3
George_R._R._Martin	wikicat_Worldcon_Guests_of_Honor 132
Walter_Novellino	wikicat_A.C._Perugia_Calcio_managers 10829
Jay_Mohr	wikicat_Living_people 58
Anthony_Eden	wikicat_Younger_sons_of_baronets 11221
Genoa_C.F.C.	wikicat_Lega_Pro_Prima_Divisione_clubs 5
FC_Steaua_București	wikicat_Liga_I_clubs 1
Hermann_Hreiðarsson	wikicat_Iceland_international_footballers 1
Upper_Normandy	wikicat_NUTS_2_statistical_regions_of_the_European_Union 1
Foeke_Booy	wikicat_FC_Utrecht_players 4
Lacina_Traoré	wikicat_Everton_F.C._players 73
Nenad_Mladenović	wikicat_Changsha_Ginde_players 2269
Clinton_County,_Ohio	wikicat_Populated_places_established_in_1810 1
Maroš_Klimpl	wikicat_FK_Viktoria_Žižkov_players 11
Bavaria	wordnet_administrative_district_108491826 1
Mounir_El_Hamdaoui	wikicat_Dutch_expatriates_in_England 1
George_MacDonald_Fraser	wikicat_British_journalists 10
Iberian_Peninsula	wikicat_Peninsulas_of_Europe 3
Charles_de_Gaulle	wikicat_20th-century_French_politicians 5
Oleksiy_Horodov	wikicat_FC_Spartak_Ivano-Frankivsk_players 3075
Søren_Larsen	wikicat_Denmark_under-21_international_footballers 8
Opoczno_County	wikicat_Land_counties_of_Łódź_Voivodeship 1
Martin_Heidegger	wikicat_Continental_philosophers 1
Carrie_Fisher	wikicat_American_film_producers 1
Ambika_(actress)	wikicat_Actresses_in_Tamil_cinema 1
Alex_Bruce_(footballer,_born_1984)	wikicat_Oldham_Athletic_A.F.C._players 32
Grzegorz_Sandomierski	wikicat_Polish_expatriate_footballers 1
Anthony_Eden	wikicat_British_diplomats 11107
Dorinel_Munteanu	wikicat_Romanian_expatriates_in_Belgium 109
Bruce_Dickinson	wikicat_English-language_singers 3
Ville_Väisänen	wikicat_FC_Jazz_Pori_players 46
Michael_Hughes_(footballer)	wikicat_West_Ham_United_F.C._players 65
Michel_Aflaq	wikicat_Arab_politicians 79
Henry_Fonda	wikicat_American_television_actors 1
Alkaline_Trio	wikicat_Epic_Records_artists 626
Virginia_Commonwealth_University	wikicat_Public_universities 6
Nick_Cave	wikicat_English-language_singers 41
Franco-Prussian_War	wikicat_Conflicts_in_1870 900
Benton_County,_Minnesota	wikicat_Minnesota_counties 1
Olivier_Martinez	wikicat_Male_actors_from_Paris 33
Valéry_Giscard_d'Estaing	wikicat_Government_ministers_of_France 9
University_of_Zurich	wordnet_university_108286569 15
Adán_Vergara	wikicat_Universidad_Católica_footballers 112
Midge_Ure	wikicat_Living_people 1
Vesa-Matti_Loiri	wordnet_person_100007846 1
Amartya_Sen	wikicat_Living_people 1
Steven_Spielberg	wikicat_American_film_directors 1
Nenad_Stojanović	wikicat_FK_Vojvodina_players 48
Eastbourne	wikicat_Non-metropolitan_districts 1
Sivaji_Ganesan	wikicat_Actors_in_Tamil_cinema 31
Nazir_Kazharov	wikicat_FC_Volgar_Astrakhan_players 2708
Terence_Winter	wikicat_New_York_University_alumni 696
Debbie_Reynolds	wikicat_People_from_Beverly_Hills,_California 382
Brasília	wikicat_States_of_Brazil 23
Ersin_Mehmedović	wikicat_FC_Unirea_Urziceni_players 129
Kjetil_Wæhler	wikicat_Norwegian_footballers 2
Bohol	wikicat_Provinces_of_the_Philippines 9
Kuwait_City	wikicat_Port_cities_and_towns_of_the_Persian_Gulf 3
Kim_Christensen_(footballer_born_1980)	wikicat_FC_Twente_players 119
FC_Istres	wikicat_Football_clubs_in_France 127
All_Boys	wordnet_club_108227214 4
PH_postcode_area	wordnet_area_108497294 6
Antonio_Rizzolo	wikicat_Italian_footballers 1
Toronto	wordnet_administrative_district_108491826 1
Christopher_Reeve	wikicat_American_male_soap_opera_actors 964
Andrew_Taylor_(footballer,_born_1986)	wikicat_People_from_Hartlepool 7739
Darren_Mansaram	wikicat_York_City_F.C._players 53
Rik_Mayall	wikicat_English_male_comedians 46
Ivor_Novello_Awards	wikicat_Music_awards 7
Putrajaya	wikicat_Capitals_in_Asia 33
Jonathan_Lethem	wikicat_21st-century_American_writers 4
NK_Krka	wikicat_Association_football_clubs_established_in_1922 382
Kuwait	wikicat_Member_states_of_the_Cooperation_Council_for_the_Arab_States_of_the_Gulf 12
Stephen_Fry	wikicat_People_educated_at_Uppingham_School 9042
Buckethead	wikicat_American_bluegrass_guitarists 12663
Lucero_(entertainer)	wikicat_Mexican_female_singers 18
Brendan_Fraser	wikicat_American_male_film_actors 1
Illés_Zsolt_Sitku	wikicat_Hungarian_expatriates_in_Turkey 5175
Dijon_FCO	wikicat_Association_football_clubs_established_in_1936 464
Georges_Bataille	wikicat_French_novelists 18
Florianópolis	wikicat_State_capitals_in_Brazil 551
Gary_Moore	wikicat_Blues_musicians 81
Worcester	wikicat_Villages_in_the_West_Midlands_(county) 43
David_Byrne	wikicat_British_record_producers 121
Kochi	wikicat_Cities_and_towns_in_Kerala 8
Mark_Prudhoe	wikicat_Sunderland_A.F.C._players 42
Clint_Marcelle	wikicat_Gainsborough_Trinity_F.C._players 139
Maurizio_Gaudino	wikicat_VfL_Bochum_players 1
Jason_Blunt	wikicat_Guiseley_A.F.C._players 100
Lionel_Jospin	wikicat_Sciences_Po_alumni 1
Stock_Aitken_Waterman	wikicat_Songwriters 212
Andrey_Movsisyan	wikicat_FC_Saturn_Ramenskoye_players 95
Quebec	wikicat_Romance_countries_and_territories 438
Prescot_Cables_F.C.	wikicat_North_West_Counties_Football_League_clubs 22
Sandro_Calabro	wikicat_Eredivisie_players 1
Geoffrey_Castillion	wikicat_AFC_Ajax_players 66
Daigo_Kobayashi	wikicat_Japanese_expatriates_in_the_United_States 9624
Milan	wikicat_Populated_places_established_in_the_1st_millennium_BC 10
Ronald_Colman	wikicat_British_screenwriters 42
Wallace_Shawn	wordnet_person_100007846 1
Maurice_Ross	wikicat_Scotland_B_international_footballers 9
Plovdiv	wikicat_Ancient_cities 21
Michał_Kalecki	wikicat_Polish_economists 20
Nokia	wikicat_Electronics_companies 5121
Nikica_Jelavić	wikicat_Austrian_Football_Bundesliga_players 2
Panevėžys_County	wikicat_Subdivisions_of_Lithuania 8901
Charlie_Chaplin	wikicat_Vaudeville_performers 4
Greta_Scacchi	wikicat_Australian_people 16
Admir_Bilibani	wikicat_FC_Lausanne-Sport_players 1432
Deportivo_Saprissa	wordnet_club_108227214 22
Micky_Adams	wikicat_Leicester_City_F.C._managers 858
Bismarck,_North_Dakota	wikicat_Cities_in_North_Dakota 1
Gary_Barlow	wikicat_People_from_Cheshire 14270
Kashmir_Valley	wikicat_Subdivisions_of_Pakistan 3
Finland_national_football_team	wikicat_National_sports_teams_of_Finland 31
Steve_Torpey_(footballer,_born_1981)	wikicat_Fleetwood_Town_F.C._players 49
Tam_McManus	wikicat_Scottish_Premier_League_players 2
City_of_Canada_Bay	wikicat_Local_government_areas_in_Sydney 10401
Cameron_Mitchell_(actor)	wikicat_American_people_of_Scottish_descent 22
Empoli_F.C.	wikicat_Association_football_clubs_established_in_1920 93
Liam_Burns	wikicat_Football_Conference_players 5
Louisville	wikicat_Cities_in_the_United_States 8215
PSFC_Chernomorets_Burgas	wikicat_Sports_clubs_established_in_2005 12289
Shaanxi	wikicat_Regions_of_China 268
Hapoel_Rishon_LeZion_F.C.	wordnet_club_108227214 1
Trabzon	wikicat_Ancient_Greek_sites_in_Turkey 4
University_of_Rhode_Island	wikicat_Flagship_universities_in_the_United_States 1
Leelanau_County,_Michigan	wikicat_Populated_places_established_in_1840 9893
University_of_New_Brunswick	wikicat_Educational_institutions_established_in_the_1780s 174
Delron_Buckley	wikicat_Maritzburg_United_F.C._players 410
VU_University_Amsterdam	wordnet_university_108286569 1578
Bury_F.C.	wikicat_Football_clubs_in_Bury 11377
Mülheim	wikicat_Districts_of_North_Rhine-Westphalia 3
The_Hague	wikicat_Port_cities_and_towns_of_the_North_Sea 73
Andrew_V._McLaglen	wikicat_Western_(genre)_film_directors 49
Janakpur_Zone	wikicat_Zones_of_Nepal 2
Richard_O'Donnell	wikicat_Stockport_County_F.C._players 58
Democratic_Alliance_(South_Africa)	wikicat_Liberal_parties 3
Laurent_Fabius	wikicat_French_Ministers_of_Finance 6
Baltimore_County,_Maryland	wordnet_county_108546183 1
Émile_Mpenza	wikicat_Belgium_international_footballers 27
VfL_Osnabrück	wikicat_Football_clubs_in_Germany 2
Australia_national_football_team	wikicat_Asian_national_association_football_teams 1
Cameroon	wikicat_Member_states_of_the_Commonwealth_of_Nations 2
Mark_Owen	wikicat_Musicians_from_Greater_Manchester 10443
Club_Atlético_Sarmiento	wikicat_Association_football_clubs_established_in_1911 2852
Jürgen_Moser	wikicat_American_people 10
Christian_Callejas	wikicat_Uruguayan_footballers 1
Russ_Tamblyn	wikicat_American_male_dancers 1380
François_Remetter	wikicat_France_international_footballers 87
Münster	wordnet_administrative_district_108491826 37
Newport_RFC	wikicat_Welsh_rugby_union_teams 5097
University_of_Marburg	wordnet_university_108286569 27
Silver_Star	wikicat_Courage_awards 15
Northern_Region,_Ghana	wikicat_Regions_of_Ghana 3
Leah_Laiman	wikicat_American_soap_opera_writers 1520
Willard_Van_Orman_Quine	wikicat_Pragmatists 78
Hillsborough_County,_Florida	wikicat_Counties_in_the_Tampa_Bay_Area 9137
Phil_Keaggy	wikicat_American_composers 3
Konrad_Adenauer	wikicat_Grand_Officers_of_the_Order_of_Merit_of_the_Italian_Republic 9
Portland,_Maine	wikicat_Cities_in_Cumberland_County,_Maine 1
Denis_Leary	wikicat_Irish_male_comedians 10195
Jared_Borgetti	wikicat_2005_FIFA_Confederations_Cup_players 962
Theo_Lucius	wikicat_Dutch_footballers 3
Alexander_Herzen	wikicat_Opinion_journalists 889
Jason_Blunt	wikicat_Goole_A.F.C._players 143
Mark_Prudhoe	wikicat_Bristol_City_F.C._players 2
Haim_Silvas	wikicat_Living_people 1
Pepe_Reina	wikicat_Living_people 1
Netherlands_national_football_team	wikicat_National_sports_teams_of_the_Netherlands 170
Columbia_Business_School	wikicat_Universities_and_colleges_in_New_York_City 1
Robert_Enke	wikicat_UEFA_Euro_2008_players 92
Sigmund_Freud	wikicat_Jewish_scientists 1
Setagaya,_Tokyo	wikicat_1964_Summer_Olympic_venues 8865
Diego_Serna	wikicat_New_England_Revolution_players 41
Aurelio_Vidmar	wikicat_1997_FIFA_Confederations_Cup_players 1237
Club_León	wordnet_club_108227214 100
New_York_Cosmos	wikicat_Association_football_clubs_established_in_1971 14303
Beerschot_AC	wordnet_club_108227214 1
George_Clinton_(musician)	wikicat_21st-century_American_singers 2
Chandigarh	wikicat_Planned_cities 19
John_Milton	wikicat_Writers 1
Ebbw_Vale_F.C.	wikicat_Association_football_clubs_established_in_1888 252
Guy_Feutchine	wikicat_Kallithea_F.C._players 260
Robert_B._Parker	wikicat_Thriller_writers 9
C._V._Sridhar	wikicat_Indian_film_directors 3
Pete_Seeger	wordnet_artist_109812338 1
George_Oghani	wikicat_Bury_F.C._players 74
Manuel_Blum	wikicat_Living_people 1
Olubayo_Adefemi	wikicat_Olympic_footballers_of_Nigeria 27
Silver_Star	wikicat_Military_awards_and_decorations_of_the_United_States 4
Darío_Flores	wikicat_Liga_I_players 13
FC_Chiasso	wikicat_Association_football_clubs_established_in_1905 8107
Alexandre_Faioli	wikicat_Living_people 1
Vyacheslav_Sviderskyi	wikicat_FC_Dynamo_Kyiv_players 5
Trabzonspor	wikicat_Football_clubs_in_Turkey 57
George_H._W._Bush	wikicat_20th-century_American_writers 1
Aaran_Lines	wikicat_Rochester_Rhinos_players 345
Millwall_F.C.	wikicat_Association_football_clubs_established_in_1885 92
Nicolás_Diez	wikicat_Deportivo_Táchira_players 1
Paul_Konchesky	wikicat_West_Ham_United_F.C._players 8
Corfu	wikicat_Mediterranean_port_cities_and_towns_in_Greece 24
The_Simpsons_Movie	wikicat_American_animated_films 45
Richard_Feynman	wikicat_Quantum_physicists 94
Aurelio_Vidmar	wikicat_Croydon_Kings_players 7473
Rivaldo_Barbosa_de_Souza	wikicat_Sport_Club_do_Recife_players 13
Craig_Armstrong_(footballer)	wikicat_Burnley_F.C._players 101
FC_Volochanin-Ratmir_Vyshny_Volochyok	wikicat_Association_football_clubs_established_in_1989 148
Émile_Durkheim	wikicat_French_people 1
Brooke_Shields	wikicat_20th-century_actors 2
Fontenay-sous-Bois	wikicat_Cities_in_France 1
Philip_Pullman	wikicat_20th-century_British_novelists 4
Simran_(actress)	wikicat_20th-century_Indian_actresses 1
Transylvania	wikicat_Former_countries_in_Europe 3889
Sofia_Coppola	wikicat_American_women_film_directors 311
Riza_Lushta	wikicat_Serie_A_footballers 2
Long_Beach,_California	wikicat_Incorporated_cities_and_towns_in_California 2
Olivia_Newton-John	wikicat_People_of_Welsh_descent 42
Carlos_María_Morales	wikicat_LDU_Quito_footballers 463
Nottingham	wikicat_University_towns_in_the_United_Kingdom 12
Sky_Blue_FC	wikicat_New_Jersey_soccer_clubs 54
U.S._Cremonese	wikicat_Association_football_clubs_established_in_1910 7
Greg_Strong	wikicat_Scottish_Premier_League_players 2
Keanu_Reeves	wikicat_American_atheists 69
Milan_Stojanoski	wikicat_Macedonian_footballers 3
Matteo_Momentè	wikicat_People_from_the_Province_of_Venice 10557
David_Hume	wikicat_Atheist_philosophers 91
Mauro_Sérgio_Viriato_Mendes	wikicat_Santos_Futebol_Clube_players 30
SV_Eintracht_Trier_05	wikicat_Football_clubs_in_Germany 7
Charlie_Chaplin	wikicat_Slapstick_comedians 13018
Vladimir_Vasilj	wikicat_NK_Varaždin_players 11
Vital_Lyadzyanyow	wikicat_FC_Gorodeya_players 10060
Lionel_Jospin	wikicat_French_socialists 2
