Andrey_Yeshchenko	wikicat_Russian_footballers 1
George_Dantzig	wikicat_American_computer_scientists 70
Mircea_Eliade	wikicat_Romanian_biographers 12
Delta_Goodrem	wikicat_Singers_from_Sydney 11111
University_of_Bristol	wikicat_Organizations_established_in_1909 6303
Nainital_district	wikicat_Districts_of_Uttarakhand 1
California_State_University,_Long_Beach	wordnet_university_108286569 1
Warsaw_West_County	wikicat_Land_counties_of_Masovian_Voivodeship 7
CD_Numancia	wikicat_Multi-sport_clubs_in_Spain 2
Royal_Medal	wikicat_Biology_awards 13
Portland,_Oregon	wikicat_Populated_places_on_the_Columbia_River 159
Phil_Keaggy	wikicat_American_male_singers 1
Vanuatu	wikicat_Island_countries 2
Nicolás_Muñoz	wikicat_Association_football_forwards 22
Osnabrück	wikicat_Districts_of_Lower_Saxony 2
Joseph_Stiglitz	wikicat_Academics_of_the_University_of_Manchester 1221
Iván_Obolo	wikicat_Expatriate_footballers_in_Italy 6
Oxford,_Ohio	wikicat_Cities_in_Ohio 49
War_of_the_Austrian_Succession	wikicat_Wars_involving_Russia 1
Mark_Crossley	wikicat_Living_people 1
David_Cassidy	wikicat_American_television_actors 8
Luke_Corbett	wikicat_Living_people 1
Heiðar_Helguson	wikicat_Fulham_F.C._players 194
Hichem_Mezaïr	wikicat_WA_Tlemcen_players 7497
Elmore_Leonard	wikicat_American_writers 1
Carl_Friedrich_Gauss	wikicat_Statisticians 4087
Tony_Sealy	wikicat_The_Football_League_players 1
Jari_Litmanen	wikicat_Premier_League_players 23
Nelson_Mandela	wikicat_Marxist_writers 1055
Bruno_Pereirinha	wikicat_S.S._Lazio_players 3
Bill_Evans	wikicat_Riverside_Records_artists 12160
David_Seaman	wikicat_English_footballers 6
Michele_Fini	wikicat_A.C._Siena_players 31
Captain_Beefheart	wikicat_Songwriters_from_California 532
Bolton_Wanderers_F.C.	wikicat_Association_football_clubs_established_in_1874 2347
Pierre_Pflimlin	wikicat_Government_ministers_of_France 28
Milford,_Delaware	wikicat_Cities_in_Delaware 8289
Regional_Municipality_of_Peel	wordnet_administrative_district_108491826 3
Boz_Scaggs	wikicat_American_guitarists 2
George_R._R._Martin	wikicat_Worldcon_Guests_of_Honor 418
Walter_Novellino	wikicat_A.C._Perugia_Calcio_managers 6781
Jay_Mohr	wikicat_Living_people 101
Anthony_Eden	wikicat_Younger_sons_of_baronets 11690
Genoa_C.F.C.	wikicat_Lega_Pro_Prima_Divisione_clubs 12
FC_Steaua_București	wikicat_Liga_I_clubs 1
Hermann_Hreiðarsson	wikicat_Iceland_international_footballers 1
Upper_Normandy	wikicat_NUTS_2_statistical_regions_of_the_European_Union 1
Foeke_Booy	wikicat_FC_Utrecht_players 1
Lacina_Traoré	wikicat_Everton_F.C._players 2569
Nenad_Mladenović	wikicat_Changsha_Ginde_players 5256
Clinton_County,_Ohio	wikicat_Populated_places_established_in_1810 1
Maroš_Klimpl	wikicat_FK_Viktoria_Žižkov_players 40
Bavaria	wordnet_administrative_district_108491826 1
Mounir_El_Hamdaoui	wikicat_Dutch_expatriates_in_England 1
George_MacDonald_Fraser	wikicat_British_journalists 18
Iberian_Peninsula	wikicat_Peninsulas_of_Europe 2
Charles_de_Gaulle	wikicat_20th-century_French_politicians 5
Oleksiy_Horodov	wikicat_FC_Spartak_Ivano-Frankivsk_players 885
Søren_Larsen	wikicat_Denmark_under-21_international_footballers 6
Opoczno_County	wikicat_Land_counties_of_Łódź_Voivodeship 1
Martin_Heidegger	wikicat_Continental_philosophers 1
Carrie_Fisher	wikicat_American_film_producers 36
Ambika_(actress)	wikicat_Actresses_in_Tamil_cinema 1
Alex_Bruce_(footballer,_born_1984)	wikicat_Oldham_Athletic_A.F.C._players 12
Grzegorz_Sandomierski	wikicat_Polish_expatriate_footballers 1
Anthony_Eden	wikicat_British_diplomats 9542
Dorinel_Munteanu	wikicat_Romanian_expatriates_in_Belgium 264
Bruce_Dickinson	wikicat_English-language_singers 2
Ville_Väisänen	wikicat_FC_Jazz_Pori_players 88
Michael_Hughes_(footballer)	wikicat_West_Ham_United_F.C._players 83
Michel_Aflaq	wikicat_Arab_politicians 216
Henry_Fonda	wikicat_American_television_actors 1
Alkaline_Trio	wikicat_Epic_Records_artists 990
Virginia_Commonwealth_University	wikicat_Public_universities 16
Nick_Cave	wikicat_English-language_singers 23
Franco-Prussian_War	wikicat_Conflicts_in_1870 112
Benton_County,_Minnesota	wikicat_Minnesota_counties 1
Olivier_Martinez	wikicat_Male_actors_from_Paris 6
Valéry_Giscard_d'Estaing	wikicat_Government_ministers_of_France 18
University_of_Zurich	wordnet_university_108286569 16
Adán_Vergara	wikicat_Universidad_Católica_footballers 66
Midge_Ure	wikicat_Living_people 1
Vesa-Matti_Loiri	wordnet_person_100007846 4
Amartya_Sen	wikicat_Living_people 2
Steven_Spielberg	wikicat_American_film_directors 1
Nenad_Stojanović	wikicat_FK_Vojvodina_players 158
Eastbourne	wikicat_Non-metropolitan_districts 1
Sivaji_Ganesan	wikicat_Actors_in_Tamil_cinema 11
Nazir_Kazharov	wikicat_FC_Volgar_Astrakhan_players 1726
Terence_Winter	wikicat_New_York_University_alumni 996
Debbie_Reynolds	wikicat_People_from_Beverly_Hills,_California 132
Brasília	wikicat_States_of_Brazil 345
Ersin_Mehmedović	wikicat_FC_Unirea_Urziceni_players 54
Kjetil_Wæhler	wikicat_Norwegian_footballers 1
Bohol	wikicat_Provinces_of_the_Philippines 8
Kuwait_City	wikicat_Port_cities_and_towns_of_the_Persian_Gulf 4
Kim_Christensen_(footballer_born_1980)	wikicat_FC_Twente_players 163
FC_Istres	wikicat_Football_clubs_in_France 1112
All_Boys	wordnet_club_108227214 9
PH_postcode_area	wordnet_area_108497294 40
Antonio_Rizzolo	wikicat_Italian_footballers 1
Toronto	wordnet_administrative_district_108491826 1
Christopher_Reeve	wikicat_American_male_soap_opera_actors 748
Andrew_Taylor_(footballer,_born_1986)	wikicat_People_from_Hartlepool 10748
Darren_Mansaram	wikicat_York_City_F.C._players 75
Rik_Mayall	wikicat_English_male_comedians 156
Ivor_Novello_Awards	wikicat_Music_awards 3
Putrajaya	wikicat_Capitals_in_Asia 6
Jonathan_Lethem	wikicat_21st-century_American_writers 3
NK_Krka	wikicat_Association_football_clubs_established_in_1922 48
Kuwait	wikicat_Member_states_of_the_Cooperation_Council_for_the_Arab_States_of_the_Gulf 13
Stephen_Fry	wikicat_People_educated_at_Uppingham_School 8649
Buckethead	wikicat_American_bluegrass_guitarists 9080
Lucero_(entertainer)	wikicat_Mexican_female_singers 17
Brendan_Fraser	wikicat_American_male_film_actors 1
Illés_Zsolt_Sitku	wikicat_Hungarian_expatriates_in_Turkey 10375
Dijon_FCO	wikicat_Association_football_clubs_established_in_1936 24
Georges_Bataille	wikicat_French_novelists 19
Florianópolis	wikicat_State_capitals_in_Brazil 23
Gary_Moore	wikicat_Blues_musicians 572
Worcester	wikicat_Villages_in_the_West_Midlands_(county) 12
David_Byrne	wikicat_British_record_producers 43
Kochi	wikicat_Cities_and_towns_in_Kerala 16
Mark_Prudhoe	wikicat_Sunderland_A.F.C._players 53
Clint_Marcelle	wikicat_Gainsborough_Trinity_F.C._players 158
Maurizio_Gaudino	wikicat_VfL_Bochum_players 1
Jason_Blunt	wikicat_Guiseley_A.F.C._players 174
Lionel_Jospin	wikicat_Sciences_Po_alumni 1
Stock_Aitken_Waterman	wikicat_Songwriters 20
Andrey_Movsisyan	wikicat_FC_Saturn_Ramenskoye_players 52
Quebec	wikicat_Romance_countries_and_territories 4
Prescot_Cables_F.C.	wikicat_North_West_Counties_Football_League_clubs 1
Sandro_Calabro	wikicat_Eredivisie_players 1
Geoffrey_Castillion	wikicat_AFC_Ajax_players 150
Daigo_Kobayashi	wikicat_Japanese_expatriates_in_the_United_States 10115
Milan	wikicat_Populated_places_established_in_the_1st_millennium_BC 591
Ronald_Colman	wikicat_British_screenwriters 46
Wallace_Shawn	wordnet_person_100007846 1
Maurice_Ross	wikicat_Scotland_B_international_footballers 2
Plovdiv	wikicat_Ancient_cities 26
Michał_Kalecki	wikicat_Polish_economists 18
Nokia	wikicat_Electronics_companies 6843
Nikica_Jelavić	wikicat_Austrian_Football_Bundesliga_players 3
Panevėžys_County	wikicat_Subdivisions_of_Lithuania 5317
Charlie_Chaplin	wikicat_Vaudeville_performers 3
Greta_Scacchi	wikicat_Australian_people 48
Admir_Bilibani	wikicat_FC_Lausanne-Sport_players 121
Deportivo_Saprissa	wordnet_club_108227214 2
Micky_Adams	wikicat_Leicester_City_F.C._managers 861
Bismarck,_North_Dakota	wikicat_Cities_in_North_Dakota 1
Gary_Barlow	wikicat_People_from_Cheshire 12711
Kashmir_Valley	wikicat_Subdivisions_of_Pakistan 3
Finland_national_football_team	wikicat_National_sports_teams_of_Finland 28
Steve_Torpey_(footballer,_born_1981)	wikicat_Fleetwood_Town_F.C._players 49
Tam_McManus	wikicat_Scottish_Premier_League_players 2
City_of_Canada_Bay	wikicat_Local_government_areas_in_Sydney 8878
Cameron_Mitchell_(actor)	wikicat_American_people_of_Scottish_descent 96
Empoli_F.C.	wikicat_Association_football_clubs_established_in_1920 74
Liam_Burns	wikicat_Football_Conference_players 18
Louisville	wikicat_Cities_in_the_United_States 86
PSFC_Chernomorets_Burgas	wikicat_Sports_clubs_established_in_2005 2180
Shaanxi	wikicat_Regions_of_China 2667
Hapoel_Rishon_LeZion_F.C.	wordnet_club_108227214 1
Trabzon	wikicat_Ancient_Greek_sites_in_Turkey 4
University_of_Rhode_Island	wikicat_Flagship_universities_in_the_United_States 5
Leelanau_County,_Michigan	wikicat_Populated_places_established_in_1840 18208
University_of_New_Brunswick	wikicat_Educational_institutions_established_in_the_1780s 331
Delron_Buckley	wikicat_Maritzburg_United_F.C._players 497
VU_University_Amsterdam	wordnet_university_108286569 30
Bury_F.C.	wikicat_Football_clubs_in_Bury 5852
Mülheim	wikicat_Districts_of_North_Rhine-Westphalia 4
The_Hague	wikicat_Port_cities_and_towns_of_the_North_Sea 4
Andrew_V._McLaglen	wikicat_Western_(genre)_film_directors 42
Janakpur_Zone	wikicat_Zones_of_Nepal 1
Richard_O'Donnell	wikicat_Stockport_County_F.C._players 61
Democratic_Alliance_(South_Africa)	wikicat_Liberal_parties 5
Laurent_Fabius	wikicat_French_Ministers_of_Finance 13
Baltimore_County,_Maryland	wordnet_county_108546183 1
Émile_Mpenza	wikicat_Belgium_international_footballers 74
VfL_Osnabrück	wikicat_Football_clubs_in_Germany 2
Australia_national_football_team	wikicat_Asian_national_association_football_teams 3
Cameroon	wikicat_Member_states_of_the_Commonwealth_of_Nations 3
Mark_Owen	wikicat_Musicians_from_Greater_Manchester 10148
Club_Atlético_Sarmiento	wikicat_Association_football_clubs_established_in_1911 10308
Jürgen_Moser	wikicat_American_people 6
Christian_Callejas	wikicat_Uruguayan_footballers 1
Russ_Tamblyn	wikicat_American_male_dancers 808
François_Remetter	wikicat_France_international_footballers 438
Münster	wordnet_administrative_district_108491826 69
Newport_RFC	wikicat_Welsh_rugby_union_teams 10692
University_of_Marburg	wordnet_university_108286569 61
Silver_Star	wikicat_Courage_awards 1
Northern_Region,_Ghana	wikicat_Regions_of_Ghana 1
Leah_Laiman	wikicat_American_soap_opera_writers 1929
Willard_Van_Orman_Quine	wikicat_Pragmatists 122
Hillsborough_County,_Florida	wikicat_Counties_in_the_Tampa_Bay_Area 5175
Phil_Keaggy	wikicat_American_composers 3
Konrad_Adenauer	wikicat_Grand_Officers_of_the_Order_of_Merit_of_the_Italian_Republic 9
Portland,_Maine	wikicat_Cities_in_Cumberland_County,_Maine 1
Denis_Leary	wikicat_Irish_male_comedians 10017
Jared_Borgetti	wikicat_2005_FIFA_Confederations_Cup_players 192
Theo_Lucius	wikicat_Dutch_footballers 9
Alexander_Herzen	wikicat_Opinion_journalists 858
Jason_Blunt	wikicat_Goole_A.F.C._players 195
Mark_Prudhoe	wikicat_Bristol_City_F.C._players 2
Haim_Silvas	wikicat_Living_people 37
Pepe_Reina	wikicat_Living_people 1
Netherlands_national_football_team	wikicat_National_sports_teams_of_the_Netherlands 2
Columbia_Business_School	wikicat_Universities_and_colleges_in_New_York_City 1
Robert_Enke	wikicat_UEFA_Euro_2008_players 5
Sigmund_Freud	wikicat_Jewish_scientists 1
Setagaya,_Tokyo	wikicat_1964_Summer_Olympic_venues 4312
Diego_Serna	wikicat_New_England_Revolution_players 113
Aurelio_Vidmar	wikicat_1997_FIFA_Confederations_Cup_players 1009
Club_León	wordnet_club_108227214 26
New_York_Cosmos	wikicat_Association_football_clubs_established_in_1971 10530
Beerschot_AC	wordnet_club_108227214 1
George_Clinton_(musician)	wikicat_21st-century_American_singers 1
Chandigarh	wikicat_Planned_cities 7
John_Milton	wikicat_Writers 1
Ebbw_Vale_F.C.	wikicat_Association_football_clubs_established_in_1888 946
Guy_Feutchine	wikicat_Kallithea_F.C._players 1767
Robert_B._Parker	wikicat_Thriller_writers 16
C._V._Sridhar	wikicat_Indian_film_directors 3
Pete_Seeger	wordnet_artist_109812338 1
George_Oghani	wikicat_Bury_F.C._players 47
Manuel_Blum	wikicat_Living_people 247
Olubayo_Adefemi	wikicat_Olympic_footballers_of_Nigeria 47
Silver_Star	wikicat_Military_awards_and_decorations_of_the_United_States 4
Darío_Flores	wikicat_Liga_I_players 3
FC_Chiasso	wikicat_Association_football_clubs_established_in_1905 5434
Alexandre_Faioli	wikicat_Living_people 1
Vyacheslav_Sviderskyi	wikicat_FC_Dynamo_Kyiv_players 4
Trabzonspor	wikicat_Football_clubs_in_Turkey 225
George_H._W._Bush	wikicat_20th-century_American_writers 1
Aaran_Lines	wikicat_Rochester_Rhinos_players 792
Millwall_F.C.	wikicat_Association_football_clubs_established_in_1885 359
Nicolás_Diez	wikicat_Deportivo_Táchira_players 1
Paul_Konchesky	wikicat_West_Ham_United_F.C._players 2
Corfu	wikicat_Mediterranean_port_cities_and_towns_in_Greece 10
The_Simpsons_Movie	wikicat_American_animated_films 62
Richard_Feynman	wikicat_Quantum_physicists 49
Aurelio_Vidmar	wikicat_Croydon_Kings_players 6504
Rivaldo_Barbosa_de_Souza	wikicat_Sport_Club_do_Recife_players 25
Craig_Armstrong_(footballer)	wikicat_Burnley_F.C._players 130
FC_Volochanin-Ratmir_Vyshny_Volochyok	wikicat_Association_football_clubs_established_in_1989 15
Émile_Durkheim	wikicat_French_people 1
Brooke_Shields	wikicat_20th-century_actors 1
Fontenay-sous-Bois	wikicat_Cities_in_France 1
Philip_Pullman	wikicat_20th-century_British_novelists 3
Simran_(actress)	wikicat_20th-century_Indian_actresses 1
Transylvania	wikicat_Former_countries_in_Europe 1228
Sofia_Coppola	wikicat_American_women_film_directors 189
Riza_Lushta	wikicat_Serie_A_footballers 2
Long_Beach,_California	wikicat_Incorporated_cities_and_towns_in_California 6
Olivia_Newton-John	wikicat_People_of_Welsh_descent 134
Carlos_María_Morales	wikicat_LDU_Quito_footballers 116
Nottingham	wikicat_University_towns_in_the_United_Kingdom 81
Sky_Blue_FC	wikicat_New_Jersey_soccer_clubs 467
U.S._Cremonese	wikicat_Association_football_clubs_established_in_1910 12
Greg_Strong	wikicat_Scottish_Premier_League_players 44
Keanu_Reeves	wikicat_American_atheists 700
Milan_Stojanoski	wikicat_Macedonian_footballers 3
Matteo_Momentè	wikicat_People_from_the_Province_of_Venice 7283
David_Hume	wikicat_Atheist_philosophers 20
Mauro_Sérgio_Viriato_Mendes	wikicat_Santos_Futebol_Clube_players 44
SV_Eintracht_Trier_05	wikicat_Football_clubs_in_Germany 14
Charlie_Chaplin	wikicat_Slapstick_comedians 11286
Vladimir_Vasilj	wikicat_NK_Varaždin_players 2
Vital_Lyadzyanyow	wikicat_FC_Gorodeya_players 6650
