Andrey_Yeshchenko	wikicat_Russian_footballers 9
Steven_Tyler	wikicat_American_people_of_German_descent 8
Mato_Neretljak	wikicat_Living_people 1
Birmingham_City_F.C.	wikicat_Premier_League_clubs 1
Mike_Pollitt	wikicat_Burnley_F.C._players 44
James_Watson	wikicat_Nobel_laureates_in_Physiology_or_Medicine 606
S.V._Zulte_Waregem	wikicat_Association_football_clubs_established_in_2001 328
Dan_Eggen	wikicat_Norwegian_football_managers 14
Sullivan_County,_Missouri	wikicat_Missouri_counties 7
Bournemouth	wordnet_site_108651247 1
Adam_Smith	wikicat_Scottish_people 14
Allen_Ginsberg	wikicat_Jewish_anarchists 1
Gilbert_Bodart	wikicat_Belgium_international_footballers 3
Nancy_Sinatra	wikicat_Living_people 1
Serhiy_Rozhok	wikicat_FC_Kryvbas_Kryvyi_Rih_players 11
Darren_Mansaram	wikicat_Armthorpe_Welfare_F.C._players 337
Warsaw	wordnet_administrative_district_108491826 1
Terrel_Castle	wikicat_American_expatriate_basketball_people_in_Spain 3
Porto-Novo	wikicat_Capitals 37
Teenage_Mutant_Ninja_Turtles_(film_series)	wikicat_Films_featuring_anthropomorphic_characters 18
The_Story_of_Alexander_Graham_Bell	wikicat_English-language_films 1
Walt_Disney	wikicat_American_people_of_Irish_descent 13
Karl_Marx	wikicat_English_philosophers 39
Dune_(film)	wikicat_American_films 9
Jack_Cork	wikicat_England_under-21_international_footballers 4
Neil_Wood	wikicat_Expatriate_footballers_in_Bosnia_and_Herzegovina 143
Turek_County	wikicat_Land_counties_of_Greater_Poland_Voivodeship 5
Mort_Shuman	wikicat_Jewish_American_musicians 24
George_Dantzig	wikicat_American_operations_researchers 16
Columbus,_Ohio	wikicat_Planned_cities_in_the_United_States 94
Sewickley,_Pennsylvania	wikicat_Pennsylvania_populated_places_on_the_Ohio_River 2088
Castile-La_Mancha	wikicat_NUTS_2_statistical_regions_of_the_European_Union 1
Frederik_Pohl	wikicat_English-language_writers 5
Roy_Scheider	wikicat_Rutgers_University_alumni 3857
French_language	wikicat_Languages_of_Lebanon 13
Franco_Da_Dalt	wikicat_A.S._Varese_1910_players 263
Andrej_Hesek	wikicat_FK_Senica_players 5098
Chien-Shiung_Wu	wikicat_20th-century_women 43
Mauricio_Hanuch	wikicat_Estudiantes_de_La_Plata_footballers 1
Belgium	wikicat_French-speaking_countries_and_territories 1
Irvine,_North_Ayrshire	wikicat_Ports_and_harbours_of_Scotland 1
Georges_Bataille	wikicat_French_philosophers 1
Wydad_Casablanca	wikicat_Football_clubs_in_Morocco 9
Tanya_Tucker	wordnet_artist_109812338 6
Williams_Martínez	wikicat_Expatriate_footballers_in_France 4
Waupaca_County,_Wisconsin	wordnet_county_108546183 1
Ludwig_Boltzmann	wikicat_Scientists_who_committed_suicide 8123
Alex_Revell	wikicat_Rotherham_United_F.C._players 78
Nikola_Jozić	wikicat_Eintracht_Frankfurt_players 123
Moscow	wikicat_Special_Economic_Zones 75
Krunoslav_Lovrek	wikicat_Croatian_expatriate_footballers 1
Ian_Thomas-Moore	wikicat_Burnley_F.C._players 67
Eduardo_Costa	wikicat_People_from_Rio_Grande_do_Sul 2
Abia_State	wikicat_States_in_Igboland 1
Dennis_Lehane	wikicat_American_crime_fiction_writers 4
Mexico_national_under-23_football_team	wikicat_National_sports_teams_of_Mexico 21
Beaufort,_South_Carolina	wikicat_Populated_places_in_Beaufort_County,_South_Carolina 6969
Nick_Cave	wikicat_Alternative_rock_musicians 371
Inter_Milan	wikicat_Unrelegated_association_football_clubs 24
Dublin	wikicat_Towns_and_villages_in_County_Dublin 984
Borough_of_Fylde	wordnet_administrative_district_108491826 2
Oleg_Veretennikov	wikicat_FC_Rotor_Volgograd_players 157
Prince_Philip,_Duke_of_Edinburgh	wikicat_British_people_of_German_descent 3675
Belo_Horizonte	wikicat_Populated_places_established_in_1701 5561
Germany	wikicat_Federal_countries 22
Anel_Canales	wikicat_Association_football_forwards 1
Order_of_the_Star_of_Italian_Solidarity	wikicat_Awards_established_in_1947 824
Ahmed_Deen	wikicat_Bishop's_Stortford_F.C._players 51
fr/Avenir_sportif_de_La_Marsa_(football)	wikicat_Football_clubs_in_Tunisia 6225
Sociedade_Esportiva_do_Gama	wikicat_Football_clubs_in_Brazil 3
Palm_Springs,_California	wikicat_Incorporated_cities_and_towns_in_California 5
Nikopol,_Ukraine	wikicat_Cities_in_Dnipropetrovsk_Oblast 24
Bruno_Rodriguez	wikicat_AC_Ajaccio_players 80
Roger_Glover	wikicat_Heavy_metal_bass_guitarists 8061
Zacatepec	wikicat_Ascenso_MX_teams 1
Gyula_Lóránt	wikicat_20th-century_Hungarian_people 2527
William_Maxwell_(footballer)	wikicat_Belgium_national_football_team_managers 6790
Dario_Smoje	wikicat_Superleague_Greece_players 5
The_Lion_King	wikicat_Films_about_apes 209
Hugo_Carreira	wikicat_Expatriate_footballers_in_China 16
Gmina_Szelków	wordnet_administrative_district_108491826 32
Rodney_Bush	wikicat_Scottish_Football_League_players 64
Melissa_Tancredi	wikicat_Saint_Louis_Athletica_players 5844
Steve_Bowey	wikicat_Living_people 9
Clonmel	wikicat_Towns_and_villages_in_County_Tipperary 3
Ludwig_von_Mises	wikicat_Libertarian_theorists 358
Vanče_Šikov	wikicat_Macedonia_international_footballers 15
Aaran_Lines	wikicat_SV_Werder_Bremen_II_players 754
Romy_Schneider	wikicat_Actresses_from_Vienna 7480
Jonathan_Lethem	wikicat_Writers_from_New_York 45
Union_Douala	wikicat_Football_clubs_in_Cameroon 1
Kevin_Bacon	wikicat_American_actors 1
David_Bohm	wikicat_Jewish_agnostics 21
Wolverhampton	wikicat_Metropolitan_boroughs 19
Jonathan_Lethem	wikicat_Postmodern_writers 1
Paulo_Figueiredo	wikicat_People_from_Luanda 23
Roald_Dahl	wikicat_British_aviators 9589
Olivia_Newton-John	wikicat_British_actors 142
Neustrelitz	wikicat_Towns_in_Mecklenburg-Vorpommern 1
Thelma_Schoonmaker	wikicat_Living_people 50
Gmina_Tarnawatka	wordnet_administrative_district_108491826 244
Kelvin_Jack	wikicat_Association_football_goalkeepers 1
Matthew_Broderick	wikicat_People_from_New_York_City 1
Taiyuan	wikicat_Populated_places_established_in_the_1st_millennium_BC 10614
Cristiano_Ávalos	wikicat_Expatriate_footballers_in_South_Korea 2
Alice_Munro	wikicat_Canadian_novelists 6600
Mitt_Romney	wikicat_Massachusetts_politicians 316
Alfonso_Blanco_Antúnez	wikicat_Mexican_footballers 28
East_Carolina_University	wikicat_Universities_and_colleges_in_North_Carolina 6
Cameroon_national_football_team	wordnet_football_team_108080025 232
Bob_Hope	wikicat_Comedians 3
Paulo_Sérgio_Moreira_Gonçalves	wikicat_Estrela_da_Amadora_players 30
C._S._Lewis	wikicat_Science_fiction_writers 113
Kung_Fu_Panda	wikicat_Paramount_Pictures_films 1
FC_Botoșani	wikicat_Football_clubs_in_Romania 1
Alan_Ladd	wikicat_People_from_Hot_Springs,_Arkansas 6725
Yuriy_Moroz	wikicat_Living_people 1
Pascal_Zuberbühler	wikicat_Fulham_F.C._players 1
Islamabad	wikicat_Planned_capitals 31
Ipswich_Town_F.C.	wikicat_Football_League_Championship_clubs 6
Paul_Simpson_(footballer)	wikicat_Stockport_County_F.C._managers 1359
George_Dantzig	wikicat_American_computer_scientists 206
Mircea_Eliade	wikicat_Romanian_biographers 15
Delta_Goodrem	wikicat_Singers_from_Sydney 5774
University_of_Bristol	wikicat_Organizations_established_in_1909 6940
Nainital_district	wikicat_Districts_of_Uttarakhand 1
California_State_University,_Long_Beach	wordnet_university_108286569 3
Warsaw_West_County	wikicat_Land_counties_of_Masovian_Voivodeship 14
CD_Numancia	wikicat_Multi-sport_clubs_in_Spain 13
Royal_Medal	wikicat_Biology_awards 85
Portland,_Oregon	wikicat_Populated_places_on_the_Columbia_River 278
Phil_Keaggy	wikicat_American_male_singers 1
Vanuatu	wikicat_Island_countries 5
Nicolás_Muñoz	wikicat_Association_football_forwards 7
Osnabrück	wikicat_Districts_of_Lower_Saxony 1
Joseph_Stiglitz	wikicat_Academics_of_the_University_of_Manchester 588
Iván_Obolo	wikicat_Expatriate_footballers_in_Italy 8
Oxford,_Ohio	wikicat_Cities_in_Ohio 199
War_of_the_Austrian_Succession	wikicat_Wars_involving_Russia 1
Mark_Crossley	wikicat_Living_people 1
David_Cassidy	wikicat_American_television_actors 7
Luke_Corbett	wikicat_Living_people 1
Heiðar_Helguson	wikicat_Fulham_F.C._players 41
Hichem_Mezaïr	wikicat_WA_Tlemcen_players 9255
Elmore_Leonard	wikicat_American_writers 1
Carl_Friedrich_Gauss	wikicat_Statisticians 2172
Tony_Sealy	wikicat_The_Football_League_players 1
Jari_Litmanen	wikicat_Premier_League_players 106
Nelson_Mandela	wikicat_Marxist_writers 976
Bruno_Pereirinha	wikicat_S.S._Lazio_players 4
Bill_Evans	wikicat_Riverside_Records_artists 8561
David_Seaman	wikicat_English_footballers 1
Michele_Fini	wikicat_A.C._Siena_players 16
Captain_Beefheart	wikicat_Songwriters_from_California 281
Bolton_Wanderers_F.C.	wikicat_Association_football_clubs_established_in_1874 441
Pierre_Pflimlin	wikicat_Government_ministers_of_France 13
Milford,_Delaware	wikicat_Cities_in_Delaware 5096
Regional_Municipality_of_Peel	wordnet_administrative_district_108491826 111
Boz_Scaggs	wikicat_American_guitarists 1
George_R._R._Martin	wikicat_Worldcon_Guests_of_Honor 370
Walter_Novellino	wikicat_A.C._Perugia_Calcio_managers 10376
Jay_Mohr	wikicat_Living_people 15
Anthony_Eden	wikicat_Younger_sons_of_baronets 9869
Genoa_C.F.C.	wikicat_Lega_Pro_Prima_Divisione_clubs 15
FC_Steaua_București	wikicat_Liga_I_clubs 1
Hermann_Hreiðarsson	wikicat_Iceland_international_footballers 1
Upper_Normandy	wikicat_NUTS_2_statistical_regions_of_the_European_Union 1
Foeke_Booy	wikicat_FC_Utrecht_players 17
Lacina_Traoré	wikicat_Everton_F.C._players 291
Nenad_Mladenović	wikicat_Changsha_Ginde_players 1154
Clinton_County,_Ohio	wikicat_Populated_places_established_in_1810 1
Maroš_Klimpl	wikicat_FK_Viktoria_Žižkov_players 197
Bavaria	wordnet_administrative_district_108491826 11
Mounir_El_Hamdaoui	wikicat_Dutch_expatriates_in_England 1
George_MacDonald_Fraser	wikicat_British_journalists 6
Iberian_Peninsula	wikicat_Peninsulas_of_Europe 11
Charles_de_Gaulle	wikicat_20th-century_French_politicians 29
Oleksiy_Horodov	wikicat_FC_Spartak_Ivano-Frankivsk_players 4140
Søren_Larsen	wikicat_Denmark_under-21_international_footballers 14
Opoczno_County	wikicat_Land_counties_of_Łódź_Voivodeship 1
Martin_Heidegger	wikicat_Continental_philosophers 1
Carrie_Fisher	wikicat_American_film_producers 4
Ambika_(actress)	wikicat_Actresses_in_Tamil_cinema 2
Alex_Bruce_(footballer,_born_1984)	wikicat_Oldham_Athletic_A.F.C._players 12
Grzegorz_Sandomierski	wikicat_Polish_expatriate_footballers 1
Anthony_Eden	wikicat_British_diplomats 6027
Dorinel_Munteanu	wikicat_Romanian_expatriates_in_Belgium 201
Bruce_Dickinson	wikicat_English-language_singers 2
Ville_Väisänen	wikicat_FC_Jazz_Pori_players 382
Michael_Hughes_(footballer)	wikicat_West_Ham_United_F.C._players 64
Michel_Aflaq	wikicat_Arab_politicians 1421
Henry_Fonda	wikicat_American_television_actors 1
Alkaline_Trio	wikicat_Epic_Records_artists 421
Virginia_Commonwealth_University	wikicat_Public_universities 10
Nick_Cave	wikicat_English-language_singers 32
Franco-Prussian_War	wikicat_Conflicts_in_1870 49
Benton_County,_Minnesota	wikicat_Minnesota_counties 1
Olivier_Martinez	wikicat_Male_actors_from_Paris 5
Valéry_Giscard_d'Estaing	wikicat_Government_ministers_of_France 16
University_of_Zurich	wordnet_university_108286569 34
Adán_Vergara	wikicat_Universidad_Católica_footballers 146
Midge_Ure	wikicat_Living_people 1
Vesa-Matti_Loiri	wordnet_person_100007846 5
Amartya_Sen	wikicat_Living_people 19
Steven_Spielberg	wikicat_American_film_directors 1
Nenad_Stojanović	wikicat_FK_Vojvodina_players 59
Eastbourne	wikicat_Non-metropolitan_districts 1
Sivaji_Ganesan	wikicat_Actors_in_Tamil_cinema 8
Nazir_Kazharov	wikicat_FC_Volgar_Astrakhan_players 1430
Terence_Winter	wikicat_New_York_University_alumni 758
Debbie_Reynolds	wikicat_People_from_Beverly_Hills,_California 291
Brasília	wikicat_States_of_Brazil 1
Ersin_Mehmedović	wikicat_FC_Unirea_Urziceni_players 405
Kjetil_Wæhler	wikicat_Norwegian_footballers 1
Bohol	wikicat_Provinces_of_the_Philippines 36
Kuwait_City	wikicat_Port_cities_and_towns_of_the_Persian_Gulf 18
Kim_Christensen_(footballer_born_1980)	wikicat_FC_Twente_players 279
FC_Istres	wikicat_Football_clubs_in_France 5152
All_Boys	wordnet_club_108227214 7
PH_postcode_area	wordnet_area_108497294 3
Antonio_Rizzolo	wikicat_Italian_footballers 1
Toronto	wordnet_administrative_district_108491826 1
Christopher_Reeve	wikicat_American_male_soap_opera_actors 461
Andrew_Taylor_(footballer,_born_1986)	wikicat_People_from_Hartlepool 8512
Darren_Mansaram	wikicat_York_City_F.C._players 114
Rik_Mayall	wikicat_English_male_comedians 36
Ivor_Novello_Awards	wikicat_Music_awards 32
Putrajaya	wikicat_Capitals_in_Asia 130
Jonathan_Lethem	wikicat_21st-century_American_writers 5
NK_Krka	wikicat_Association_football_clubs_established_in_1922 429
Kuwait	wikicat_Member_states_of_the_Cooperation_Council_for_the_Arab_States_of_the_Gulf 26
Stephen_Fry	wikicat_People_educated_at_Uppingham_School 7830
Buckethead	wikicat_American_bluegrass_guitarists 8937
Lucero_(entertainer)	wikicat_Mexican_female_singers 63
Brendan_Fraser	wikicat_American_male_film_actors 1
Illés_Zsolt_Sitku	wikicat_Hungarian_expatriates_in_Turkey 4340
Dijon_FCO	wikicat_Association_football_clubs_established_in_1936 753
Georges_Bataille	wikicat_French_novelists 6
Florianópolis	wikicat_State_capitals_in_Brazil 2239
Gary_Moore	wikicat_Blues_musicians 214
Worcester	wikicat_Villages_in_the_West_Midlands_(county) 39
David_Byrne	wikicat_British_record_producers 42
Kochi	wikicat_Cities_and_towns_in_Kerala 150
Mark_Prudhoe	wikicat_Sunderland_A.F.C._players 16
Clint_Marcelle	wikicat_Gainsborough_Trinity_F.C._players 29
Maurizio_Gaudino	wikicat_VfL_Bochum_players 1
Jason_Blunt	wikicat_Guiseley_A.F.C._players 106
Lionel_Jospin	wikicat_Sciences_Po_alumni 1
Stock_Aitken_Waterman	wikicat_Songwriters 80
Andrey_Movsisyan	wikicat_FC_Saturn_Ramenskoye_players 46
Quebec	wikicat_Romance_countries_and_territories 115
Prescot_Cables_F.C.	wikicat_North_West_Counties_Football_League_clubs 18
Sandro_Calabro	wikicat_Eredivisie_players 2
Geoffrey_Castillion	wikicat_AFC_Ajax_players 131
Daigo_Kobayashi	wikicat_Japanese_expatriates_in_the_United_States 7564
Milan	wikicat_Populated_places_established_in_the_1st_millennium_BC 1970
Ronald_Colman	wikicat_British_screenwriters 48
Wallace_Shawn	wordnet_person_100007846 1
Maurice_Ross	wikicat_Scotland_B_international_footballers 2
Plovdiv	wikicat_Ancient_cities 20
Michał_Kalecki	wikicat_Polish_economists 49
Nokia	wikicat_Electronics_companies 9636
Nikica_Jelavić	wikicat_Austrian_Football_Bundesliga_players 8
Panevėžys_County	wikicat_Subdivisions_of_Lithuania 7130
Charlie_Chaplin	wikicat_Vaudeville_performers 2
Greta_Scacchi	wikicat_Australian_people 38
Admir_Bilibani	wikicat_FC_Lausanne-Sport_players 1966
Deportivo_Saprissa	wordnet_club_108227214 26
Micky_Adams	wikicat_Leicester_City_F.C._managers 3166
Bismarck,_North_Dakota	wikicat_Cities_in_North_Dakota 2
Gary_Barlow	wikicat_People_from_Cheshire 7803
Kashmir_Valley	wikicat_Subdivisions_of_Pakistan 165
Finland_national_football_team	wikicat_National_sports_teams_of_Finland 40
Steve_Torpey_(footballer,_born_1981)	wikicat_Fleetwood_Town_F.C._players 19
Tam_McManus	wikicat_Scottish_Premier_League_players 3
City_of_Canada_Bay	wikicat_Local_government_areas_in_Sydney 4871
Cameron_Mitchell_(actor)	wikicat_American_people_of_Scottish_descent 24
Empoli_F.C.	wikicat_Association_football_clubs_established_in_1920 697
Liam_Burns	wikicat_Football_Conference_players 3
Louisville	wikicat_Cities_in_the_United_States 1618
PSFC_Chernomorets_Burgas	wikicat_Sports_clubs_established_in_2005 1926
Shaanxi	wikicat_Regions_of_China 2583
Hapoel_Rishon_LeZion_F.C.	wordnet_club_108227214 1
Trabzon	wikicat_Ancient_Greek_sites_in_Turkey 11
University_of_Rhode_Island	wikicat_Flagship_universities_in_the_United_States 2
Leelanau_County,_Michigan	wikicat_Populated_places_established_in_1840 12763
University_of_New_Brunswick	wikicat_Educational_institutions_established_in_the_1780s 97
Delron_Buckley	wikicat_Maritzburg_United_F.C._players 358
VU_University_Amsterdam	wordnet_university_108286569 3
Bury_F.C.	wikicat_Football_clubs_in_Bury 5567
Mülheim	wikicat_Districts_of_North_Rhine-Westphalia 4
The_Hague	wikicat_Port_cities_and_towns_of_the_North_Sea 2
Andrew_V._McLaglen	wikicat_Western_(genre)_film_directors 10
Janakpur_Zone	wikicat_Zones_of_Nepal 2
Richard_O'Donnell	wikicat_Stockport_County_F.C._players 83
Democratic_Alliance_(South_Africa)	wikicat_Liberal_parties 1
Laurent_Fabius	wikicat_French_Ministers_of_Finance 9
Baltimore_County,_Maryland	wordnet_county_108546183 1
Émile_Mpenza	wikicat_Belgium_international_footballers 4
VfL_Osnabrück	wikicat_Football_clubs_in_Germany 1
Australia_national_football_team	wikicat_Asian_national_association_football_teams 9
Cameroon	wikicat_Member_states_of_the_Commonwealth_of_Nations 8
Mark_Owen	wikicat_Musicians_from_Greater_Manchester 8500
Club_Atlético_Sarmiento	wikicat_Association_football_clubs_established_in_1911 443
Jürgen_Moser	wikicat_American_people 3
Christian_Callejas	wikicat_Uruguayan_footballers 1
Russ_Tamblyn	wikicat_American_male_dancers 2617
François_Remetter	wikicat_France_international_footballers 193
Münster	wordnet_administrative_district_108491826 99
Newport_RFC	wikicat_Welsh_rugby_union_teams 7481
University_of_Marburg	wordnet_university_108286569 648
Silver_Star	wikicat_Courage_awards 27
Northern_Region,_Ghana	wikicat_Regions_of_Ghana 1
Leah_Laiman	wikicat_American_soap_opera_writers 2784
Willard_Van_Orman_Quine	wikicat_Pragmatists 134
Hillsborough_County,_Florida	wikicat_Counties_in_the_Tampa_Bay_Area 6322
Phil_Keaggy	wikicat_American_composers 8
Konrad_Adenauer	wikicat_Grand_Officers_of_the_Order_of_Merit_of_the_Italian_Republic 11
Portland,_Maine	wikicat_Cities_in_Cumberland_County,_Maine 1
Denis_Leary	wikicat_Irish_male_comedians 12330
Jared_Borgetti	wikicat_2005_FIFA_Confederations_Cup_players 538
Theo_Lucius	wikicat_Dutch_footballers 3
Alexander_Herzen	wikicat_Opinion_journalists 448
Jason_Blunt	wikicat_Goole_A.F.C._players 125
Mark_Prudhoe	wikicat_Bristol_City_F.C._players 14
Haim_Silvas	wikicat_Living_people 3
Pepe_Reina	wikicat_Living_people 1
Netherlands_national_football_team	wikicat_National_sports_teams_of_the_Netherlands 49
Columbia_Business_School	wikicat_Universities_and_colleges_in_New_York_City 3
Robert_Enke	wikicat_UEFA_Euro_2008_players 7
Sigmund_Freud	wikicat_Jewish_scientists 1
Setagaya,_Tokyo	wikicat_1964_Summer_Olympic_venues 9360
Diego_Serna	wikicat_New_England_Revolution_players 115
Aurelio_Vidmar	wikicat_1997_FIFA_Confederations_Cup_players 493
Club_León	wordnet_club_108227214 1
New_York_Cosmos	wikicat_Association_football_clubs_established_in_1971 488
Beerschot_AC	wordnet_club_108227214 13
George_Clinton_(musician)	wikicat_21st-century_American_singers 1
Chandigarh	wikicat_Planned_cities 63
John_Milton	wikicat_Writers 1
Ebbw_Vale_F.C.	wikicat_Association_football_clubs_established_in_1888 136
Guy_Feutchine	wikicat_Kallithea_F.C._players 2529
Robert_B._Parker	wikicat_Thriller_writers 8
C._V._Sridhar	wikicat_Indian_film_directors 3
Pete_Seeger	wordnet_artist_109812338 1
George_Oghani	wikicat_Bury_F.C._players 58
Manuel_Blum	wikicat_Living_people 42
Olubayo_Adefemi	wikicat_Olympic_footballers_of_Nigeria 40
Silver_Star	wikicat_Military_awards_and_decorations_of_the_United_States 1
Darío_Flores	wikicat_Liga_I_players 10
FC_Chiasso	wikicat_Association_football_clubs_established_in_1905 7757
Alexandre_Faioli	wikicat_Living_people 1
Vyacheslav_Sviderskyi	wikicat_FC_Dynamo_Kyiv_players 7
Trabzonspor	wikicat_Football_clubs_in_Turkey 130
George_H._W._Bush	wikicat_20th-century_American_writers 1
Aaran_Lines	wikicat_Rochester_Rhinos_players 283
Millwall_F.C.	wikicat_Association_football_clubs_established_in_1885 73
Nicolás_Diez	wikicat_Deportivo_Táchira_players 1
Paul_Konchesky	wikicat_West_Ham_United_F.C._players 1
Corfu	wikicat_Mediterranean_port_cities_and_towns_in_Greece 5
The_Simpsons_Movie	wikicat_American_animated_films 8
Richard_Feynman	wikicat_Quantum_physicists 45
Aurelio_Vidmar	wikicat_Croydon_Kings_players 5887
Rivaldo_Barbosa_de_Souza	wikicat_Sport_Club_do_Recife_players 26
Craig_Armstrong_(footballer)	wikicat_Burnley_F.C._players 166
FC_Volochanin-Ratmir_Vyshny_Volochyok	wikicat_Association_football_clubs_established_in_1989 76
Émile_Durkheim	wikicat_French_people 1
Brooke_Shields	wikicat_20th-century_actors 1
Fontenay-sous-Bois	wikicat_Cities_in_France 3
Philip_Pullman	wikicat_20th-century_British_novelists 1
Simran_(actress)	wikicat_20th-century_Indian_actresses 2
Transylvania	wikicat_Former_countries_in_Europe 9077
Sofia_Coppola	wikicat_American_women_film_directors 355
Riza_Lushta	wikicat_Serie_A_footballers 2
Long_Beach,_California	wikicat_Incorporated_cities_and_towns_in_California 11
Olivia_Newton-John	wikicat_People_of_Welsh_descent 41
Carlos_María_Morales	wikicat_LDU_Quito_footballers 446
Nottingham	wikicat_University_towns_in_the_United_Kingdom 5
Sky_Blue_FC	wikicat_New_Jersey_soccer_clubs 404
U.S._Cremonese	wikicat_Association_football_clubs_established_in_1910 96
Greg_Strong	wikicat_Scottish_Premier_League_players 29
Keanu_Reeves	wikicat_American_atheists 921
Milan_Stojanoski	wikicat_Macedonian_footballers 2
Matteo_Momentè	wikicat_People_from_the_Province_of_Venice 5223
David_Hume	wikicat_Atheist_philosophers 6
Mauro_Sérgio_Viriato_Mendes	wikicat_Santos_Futebol_Clube_players 15
SV_Eintracht_Trier_05	wikicat_Football_clubs_in_Germany 1
Charlie_Chaplin	wikicat_Slapstick_comedians 11051
Vladimir_Vasilj	wikicat_NK_Varaždin_players 88
Vital_Lyadzyanyow	wikicat_FC_Gorodeya_players 7258
Lionel_Jospin	wikicat_French_socialists 2
