Andrey_Yeshchenko	wikicat_Russian_footballers 2
Portland_Pride	wordnet_club_108227214 172
Steven_Weinberg	wikicat_Jewish_physicists 3
Port-au-Prince	wikicat_Port_cities_in_the_Caribbean 1
Edward_Witten	wikicat_20th-century_physicists 1
Ballon_d'Or_(1956–2009)	wordnet_award_106696483 2
Mike_Pollitt	wikicat_Bury_F.C._players 38
Jean-Paul_Sartre	wikicat_French_novelists 6
Raoul_Bott	wikicat_Carnegie_Mellon_University_alumni 366
Matthew_Broderick	wikicat_American_people_of_British_descent 31
S.S._Lazio	wikicat_Publicly_traded_sports_companies 16
Zlatko_Yankov	wikicat_1994_FIFA_World_Cup_players 1
Alexandre_Lopes	wikicat_FC_Spartak_Moscow_players 202
Georg_Wilhelm_Friedrich_Hegel	wikicat_German_logicians 20
Bozhidar_Iskrenov	wikicat_PFC_Levski_Sofia_players 5
Robert_Jarni	wikicat_UEFA_Euro_1996_players 7
Dave_Mitchell_(footballer)	wikicat_Australian_expatriates_in_Turkey 7
Bridge_Boys_F.C.	wikicat_Sports_clubs_in_Nigeria 1
Syangja_District	wikicat_Districts_of_Nepal 1
FremantleMedia	wikicat_Companies_of_the_United_Kingdom 12062
Sylvia_Plath	wikicat_American_diarists 15134
Francis_Bacon	wikicat_Empiricists 5
Greenock_Morton_F.C.	wikicat_Football_clubs_in_Scotland 1
Jackass_Number_Two	wikicat_2006_films 217
Michael_Nyman	wikicat_Postmodern_composers 14884
Club_Social_y_Deportivo_Macará	wikicat_Association_football_clubs_established_in_1939 4997
Dune_(film)	wikicat_Space_adventure_films 228
Daryl_Taylor	wikicat_Walsall_F.C._players 45
Adam_Rooney	wikicat_Scottish_Football_League_players 1
Danny_Califf	wikicat_LA_Galaxy_players 42
Greifswald	wikicat_Port_cities 28
Västra_Götaland_County	wikicat_Provinces_of_Sweden 3
Vietnam	wikicat_Socialist_states 1
Hristo_Stoichkov	wikicat_Bulgarian_expatriates_in_Spain 5
Roald_Dahl	wikicat_British_people_of_World_War_II 947
Thespakusatsu_Gunma	wikicat_Football_clubs_in_Japan 1
Eric_Clapton	wikicat_Blues_guitarists 11781
Bernard_Hill	wikicat_English_stage_actors 1
Santos_FC_(women)	wordnet_club_108227214 1
Delron_Buckley	wikicat_Borussia_Dortmund_II_players 972
Michael_Hughes_(footballer)	wikicat_People_from_Larne 16684
Lublin_County	wikicat_Counties_of_Poland 42
Søren_Larsen	wikicat_Brøndby_IF_players 15
Vladan_Milovanović	wikicat_SC_Austria_Lustenau_players 378
Velletri	wikicat_Cities_and_towns_in_Italy 4
Patricia_Neal	wikicat_American_actresses 1
Aleksandar_Trišović	wikicat_FC_Metalist_Kharkiv_players 4
Steven_Tyler	wikicat_American_people_of_German_descent 6
Mato_Neretljak	wikicat_Living_people 1
Birmingham_City_F.C.	wikicat_Premier_League_clubs 1
Mike_Pollitt	wikicat_Burnley_F.C._players 11
James_Watson	wikicat_Nobel_laureates_in_Physiology_or_Medicine 946
S.V._Zulte_Waregem	wikicat_Association_football_clubs_established_in_2001 71
Dan_Eggen	wikicat_Norwegian_football_managers 52
Sullivan_County,_Missouri	wikicat_Missouri_counties 2
Bournemouth	wordnet_site_108651247 1
Adam_Smith	wikicat_Scottish_people 82
Allen_Ginsberg	wikicat_Jewish_anarchists 7
Gilbert_Bodart	wikicat_Belgium_international_footballers 13
Nancy_Sinatra	wikicat_Living_people 1
Serhiy_Rozhok	wikicat_FC_Kryvbas_Kryvyi_Rih_players 24
Darren_Mansaram	wikicat_Armthorpe_Welfare_F.C._players 422
Warsaw	wordnet_administrative_district_108491826 1
Terrel_Castle	wikicat_American_expatriate_basketball_people_in_Spain 5
Porto-Novo	wikicat_Capitals 120
Teenage_Mutant_Ninja_Turtles_(film_series)	wikicat_Films_featuring_anthropomorphic_characters 5
The_Story_of_Alexander_Graham_Bell	wikicat_English-language_films 1
Walt_Disney	wikicat_American_people_of_Irish_descent 13
Karl_Marx	wikicat_English_philosophers 11
Dune_(film)	wikicat_American_films 2
Jack_Cork	wikicat_England_under-21_international_footballers 3
Neil_Wood	wikicat_Expatriate_footballers_in_Bosnia_and_Herzegovina 164
Turek_County	wikicat_Land_counties_of_Greater_Poland_Voivodeship 1
Mort_Shuman	wikicat_Jewish_American_musicians 34
George_Dantzig	wikicat_American_operations_researchers 53
Columbus,_Ohio	wikicat_Planned_cities_in_the_United_States 285
Sewickley,_Pennsylvania	wikicat_Pennsylvania_populated_places_on_the_Ohio_River 13039
Castile-La_Mancha	wikicat_NUTS_2_statistical_regions_of_the_European_Union 1
Frederik_Pohl	wikicat_English-language_writers 3
Roy_Scheider	wikicat_Rutgers_University_alumni 4727
French_language	wikicat_Languages_of_Lebanon 55
Franco_Da_Dalt	wikicat_A.S._Varese_1910_players 147
Andrej_Hesek	wikicat_FK_Senica_players 15037
Chien-Shiung_Wu	wikicat_20th-century_women 246
Mauricio_Hanuch	wikicat_Estudiantes_de_La_Plata_footballers 6
Belgium	wikicat_French-speaking_countries_and_territories 1
Irvine,_North_Ayrshire	wikicat_Ports_and_harbours_of_Scotland 7
Georges_Bataille	wikicat_French_philosophers 1
Wydad_Casablanca	wikicat_Football_clubs_in_Morocco 12
Tanya_Tucker	wordnet_artist_109812338 2
Williams_Martínez	wikicat_Expatriate_footballers_in_France 2
Waupaca_County,_Wisconsin	wordnet_county_108546183 1
Ludwig_Boltzmann	wikicat_Scientists_who_committed_suicide 15506
Alex_Revell	wikicat_Rotherham_United_F.C._players 160
Nikola_Jozić	wikicat_Eintracht_Frankfurt_players 164
Moscow	wikicat_Special_Economic_Zones 34
Krunoslav_Lovrek	wikicat_Croatian_expatriate_footballers 1
Ian_Thomas-Moore	wikicat_Burnley_F.C._players 26
Eduardo_Costa	wikicat_People_from_Rio_Grande_do_Sul 33
Abia_State	wikicat_States_in_Igboland 1
Dennis_Lehane	wikicat_American_crime_fiction_writers 12
Mexico_national_under-23_football_team	wikicat_National_sports_teams_of_Mexico 53
Beaufort,_South_Carolina	wikicat_Populated_places_in_Beaufort_County,_South_Carolina 14537
Nick_Cave	wikicat_Alternative_rock_musicians 441
Inter_Milan	wikicat_Unrelegated_association_football_clubs 16
Dublin	wikicat_Towns_and_villages_in_County_Dublin 650
Borough_of_Fylde	wordnet_administrative_district_108491826 1
Oleg_Veretennikov	wikicat_FC_Rotor_Volgograd_players 27
Prince_Philip,_Duke_of_Edinburgh	wikicat_British_people_of_German_descent 1298
Belo_Horizonte	wikicat_Populated_places_established_in_1701 3682
Germany	wikicat_Federal_countries 19
Anel_Canales	wikicat_Association_football_forwards 1
Order_of_the_Star_of_Italian_Solidarity	wikicat_Awards_established_in_1947 670
Ahmed_Deen	wikicat_Bishop's_Stortford_F.C._players 113
fr/Avenir_sportif_de_La_Marsa_(football)	wikicat_Football_clubs_in_Tunisia 10861
Sociedade_Esportiva_do_Gama	wikicat_Football_clubs_in_Brazil 1
Palm_Springs,_California	wikicat_Incorporated_cities_and_towns_in_California 3
Nikopol,_Ukraine	wikicat_Cities_in_Dnipropetrovsk_Oblast 26
Bruno_Rodriguez	wikicat_AC_Ajaccio_players 24
Roger_Glover	wikicat_Heavy_metal_bass_guitarists 16266
Zacatepec	wikicat_Ascenso_MX_teams 1
Gyula_Lóránt	wikicat_20th-century_Hungarian_people 12189
William_Maxwell_(footballer)	wikicat_Belgium_national_football_team_managers 15746
Dario_Smoje	wikicat_Superleague_Greece_players 1
The_Lion_King	wikicat_Films_about_apes 66
Hugo_Carreira	wikicat_Expatriate_footballers_in_China 1
Gmina_Szelków	wordnet_administrative_district_108491826 1
Rodney_Bush	wikicat_Scottish_Football_League_players 8
Melissa_Tancredi	wikicat_Saint_Louis_Athletica_players 16128
Steve_Bowey	wikicat_Living_people 1
Clonmel	wikicat_Towns_and_villages_in_County_Tipperary 207
Ludwig_von_Mises	wikicat_Libertarian_theorists 517
Vanče_Šikov	wikicat_Macedonia_international_footballers 2
Aaran_Lines	wikicat_SV_Werder_Bremen_II_players 1564
Romy_Schneider	wikicat_Actresses_from_Vienna 11560
Jonathan_Lethem	wikicat_Writers_from_New_York 38
Union_Douala	wikicat_Football_clubs_in_Cameroon 1
Kevin_Bacon	wikicat_American_actors 1
David_Bohm	wikicat_Jewish_agnostics 21
Wolverhampton	wikicat_Metropolitan_boroughs 1
Jonathan_Lethem	wikicat_Postmodern_writers 4
Paulo_Figueiredo	wikicat_People_from_Luanda 12
Roald_Dahl	wikicat_British_aviators 16934
Olivia_Newton-John	wikicat_British_actors 158
Neustrelitz	wikicat_Towns_in_Mecklenburg-Vorpommern 1
Thelma_Schoonmaker	wikicat_Living_people 7
Gmina_Tarnawatka	wordnet_administrative_district_108491826 1
Kelvin_Jack	wikicat_Association_football_goalkeepers 34
Matthew_Broderick	wikicat_People_from_New_York_City 1
Taiyuan	wikicat_Populated_places_established_in_the_1st_millennium_BC 8169
Cristiano_Ávalos	wikicat_Expatriate_footballers_in_South_Korea 1
Alice_Munro	wikicat_Canadian_novelists 16673
Mitt_Romney	wikicat_Massachusetts_politicians 60
Alfonso_Blanco_Antúnez	wikicat_Mexican_footballers 10
East_Carolina_University	wikicat_Universities_and_colleges_in_North_Carolina 4
Cameroon_national_football_team	wordnet_football_team_108080025 2
Bob_Hope	wikicat_Comedians 3
Paulo_Sérgio_Moreira_Gonçalves	wikicat_Estrela_da_Amadora_players 17
C._S._Lewis	wikicat_Science_fiction_writers 43
Kung_Fu_Panda	wikicat_Paramount_Pictures_films 11
FC_Botoșani	wikicat_Football_clubs_in_Romania 1
Alan_Ladd	wikicat_People_from_Hot_Springs,_Arkansas 15494
Yuriy_Moroz	wikicat_Living_people 1
Pascal_Zuberbühler	wikicat_Fulham_F.C._players 5
Islamabad	wikicat_Planned_capitals 2
Ipswich_Town_F.C.	wikicat_Football_League_Championship_clubs 8
Paul_Simpson_(footballer)	wikicat_Stockport_County_F.C._managers 887
George_Dantzig	wikicat_American_computer_scientists 300
Mircea_Eliade	wikicat_Romanian_biographers 13
Delta_Goodrem	wikicat_Singers_from_Sydney 12957
University_of_Bristol	wikicat_Organizations_established_in_1909 8995
Nainital_district	wikicat_Districts_of_Uttarakhand 4
California_State_University,_Long_Beach	wordnet_university_108286569 1
Warsaw_West_County	wikicat_Land_counties_of_Masovian_Voivodeship 15
CD_Numancia	wikicat_Multi-sport_clubs_in_Spain 1
Royal_Medal	wikicat_Biology_awards 31
Portland,_Oregon	wikicat_Populated_places_on_the_Columbia_River 330
Phil_Keaggy	wikicat_American_male_singers 2
Vanuatu	wikicat_Island_countries 3
Nicolás_Muñoz	wikicat_Association_football_forwards 15
Osnabrück	wikicat_Districts_of_Lower_Saxony 1
Joseph_Stiglitz	wikicat_Academics_of_the_University_of_Manchester 624
Iván_Obolo	wikicat_Expatriate_footballers_in_Italy 4
Oxford,_Ohio	wikicat_Cities_in_Ohio 1
War_of_the_Austrian_Succession	wikicat_Wars_involving_Russia 2
Mark_Crossley	wikicat_Living_people 1
David_Cassidy	wikicat_American_television_actors 3
Luke_Corbett	wikicat_Living_people 1
Heiðar_Helguson	wikicat_Fulham_F.C._players 38
Hichem_Mezaïr	wikicat_WA_Tlemcen_players 16621
Elmore_Leonard	wikicat_American_writers 1
Carl_Friedrich_Gauss	wikicat_Statisticians 1315
Tony_Sealy	wikicat_The_Football_League_players 1
Jari_Litmanen	wikicat_Premier_League_players 4
Nelson_Mandela	wikicat_Marxist_writers 1017
Bruno_Pereirinha	wikicat_S.S._Lazio_players 22
Bill_Evans	wikicat_Riverside_Records_artists 14382
David_Seaman	wikicat_English_footballers 1
Michele_Fini	wikicat_A.C._Siena_players 26
Captain_Beefheart	wikicat_Songwriters_from_California 191
Bolton_Wanderers_F.C.	wikicat_Association_football_clubs_established_in_1874 75
Pierre_Pflimlin	wikicat_Government_ministers_of_France 18
Milford,_Delaware	wikicat_Cities_in_Delaware 15513
Regional_Municipality_of_Peel	wordnet_administrative_district_108491826 1
Boz_Scaggs	wikicat_American_guitarists 2
George_R._R._Martin	wikicat_Worldcon_Guests_of_Honor 110
Walter_Novellino	wikicat_A.C._Perugia_Calcio_managers 15677
Jay_Mohr	wikicat_Living_people 66
Anthony_Eden	wikicat_Younger_sons_of_baronets 16260
Genoa_C.F.C.	wikicat_Lega_Pro_Prima_Divisione_clubs 1
FC_Steaua_București	wikicat_Liga_I_clubs 1
Hermann_Hreiðarsson	wikicat_Iceland_international_footballers 1
Upper_Normandy	wikicat_NUTS_2_statistical_regions_of_the_European_Union 1
Foeke_Booy	wikicat_FC_Utrecht_players 1
Lacina_Traoré	wikicat_Everton_F.C._players 1663
Nenad_Mladenović	wikicat_Changsha_Ginde_players 2902
Clinton_County,_Ohio	wikicat_Populated_places_established_in_1810 1
Maroš_Klimpl	wikicat_FK_Viktoria_Žižkov_players 21
Bavaria	wordnet_administrative_district_108491826 1
Mounir_El_Hamdaoui	wikicat_Dutch_expatriates_in_England 2
George_MacDonald_Fraser	wikicat_British_journalists 18
Iberian_Peninsula	wikicat_Peninsulas_of_Europe 3
Charles_de_Gaulle	wikicat_20th-century_French_politicians 6
Oleksiy_Horodov	wikicat_FC_Spartak_Ivano-Frankivsk_players 182
Søren_Larsen	wikicat_Denmark_under-21_international_footballers 6
Opoczno_County	wikicat_Land_counties_of_Łódź_Voivodeship 1
Martin_Heidegger	wikicat_Continental_philosophers 7
Carrie_Fisher	wikicat_American_film_producers 6
Ambika_(actress)	wikicat_Actresses_in_Tamil_cinema 2
Alex_Bruce_(footballer,_born_1984)	wikicat_Oldham_Athletic_A.F.C._players 24
Grzegorz_Sandomierski	wikicat_Polish_expatriate_footballers 1
Anthony_Eden	wikicat_British_diplomats 15578
Dorinel_Munteanu	wikicat_Romanian_expatriates_in_Belgium 261
Bruce_Dickinson	wikicat_English-language_singers 5
Ville_Väisänen	wikicat_FC_Jazz_Pori_players 31
Michael_Hughes_(footballer)	wikicat_West_Ham_United_F.C._players 10
Michel_Aflaq	wikicat_Arab_politicians 92
Henry_Fonda	wikicat_American_television_actors 1
Alkaline_Trio	wikicat_Epic_Records_artists 26
Virginia_Commonwealth_University	wikicat_Public_universities 2
Nick_Cave	wikicat_English-language_singers 37
Franco-Prussian_War	wikicat_Conflicts_in_1870 24
Benton_County,_Minnesota	wikicat_Minnesota_counties 1
Olivier_Martinez	wikicat_Male_actors_from_Paris 9
Valéry_Giscard_d'Estaing	wikicat_Government_ministers_of_France 8
University_of_Zurich	wordnet_university_108286569 1
Adán_Vergara	wikicat_Universidad_Católica_footballers 26
Midge_Ure	wikicat_Living_people 1
Vesa-Matti_Loiri	wordnet_person_100007846 1
Amartya_Sen	wikicat_Living_people 18
Steven_Spielberg	wikicat_American_film_directors 1
Nenad_Stojanović	wikicat_FK_Vojvodina_players 43
Eastbourne	wikicat_Non-metropolitan_districts 1
Sivaji_Ganesan	wikicat_Actors_in_Tamil_cinema 18
Nazir_Kazharov	wikicat_FC_Volgar_Astrakhan_players 136
Terence_Winter	wikicat_New_York_University_alumni 2440
Debbie_Reynolds	wikicat_People_from_Beverly_Hills,_California 47
Brasília	wikicat_States_of_Brazil 2315
Ersin_Mehmedović	wikicat_FC_Unirea_Urziceni_players 27
Kjetil_Wæhler	wikicat_Norwegian_footballers 1
Bohol	wikicat_Provinces_of_the_Philippines 7
Kuwait_City	wikicat_Port_cities_and_towns_of_the_Persian_Gulf 21
Kim_Christensen_(footballer_born_1980)	wikicat_FC_Twente_players 160
FC_Istres	wikicat_Football_clubs_in_France 45
All_Boys	wordnet_club_108227214 18
PH_postcode_area	wordnet_area_108497294 20
Antonio_Rizzolo	wikicat_Italian_footballers 1
Toronto	wordnet_administrative_district_108491826 1
Christopher_Reeve	wikicat_American_male_soap_opera_actors 641
Andrew_Taylor_(footballer,_born_1986)	wikicat_People_from_Hartlepool 15464
Darren_Mansaram	wikicat_York_City_F.C._players 17
Rik_Mayall	wikicat_English_male_comedians 94
Ivor_Novello_Awards	wikicat_Music_awards 4
Putrajaya	wikicat_Capitals_in_Asia 1
Jonathan_Lethem	wikicat_21st-century_American_writers 2
NK_Krka	wikicat_Association_football_clubs_established_in_1922 21
Kuwait	wikicat_Member_states_of_the_Cooperation_Council_for_the_Arab_States_of_the_Gulf 10
Stephen_Fry	wikicat_People_educated_at_Uppingham_School 16211
Buckethead	wikicat_American_bluegrass_guitarists 16576
Lucero_(entertainer)	wikicat_Mexican_female_singers 7
Brendan_Fraser	wikicat_American_male_film_actors 1
Illés_Zsolt_Sitku	wikicat_Hungarian_expatriates_in_Turkey 15513
Dijon_FCO	wikicat_Association_football_clubs_established_in_1936 106
Georges_Bataille	wikicat_French_novelists 6
Florianópolis	wikicat_State_capitals_in_Brazil 735
Gary_Moore	wikicat_Blues_musicians 138
Worcester	wikicat_Villages_in_the_West_Midlands_(county) 2
David_Byrne	wikicat_British_record_producers 39
Kochi	wikicat_Cities_and_towns_in_Kerala 17
Mark_Prudhoe	wikicat_Sunderland_A.F.C._players 25
Clint_Marcelle	wikicat_Gainsborough_Trinity_F.C._players 154
Maurizio_Gaudino	wikicat_VfL_Bochum_players 1
Jason_Blunt	wikicat_Guiseley_A.F.C._players 120
Lionel_Jospin	wikicat_Sciences_Po_alumni 1
Stock_Aitken_Waterman	wikicat_Songwriters 31
Andrey_Movsisyan	wikicat_FC_Saturn_Ramenskoye_players 45
Quebec	wikicat_Romance_countries_and_territories 139
Prescot_Cables_F.C.	wikicat_North_West_Counties_Football_League_clubs 8
Sandro_Calabro	wikicat_Eredivisie_players 1
Geoffrey_Castillion	wikicat_AFC_Ajax_players 69
Daigo_Kobayashi	wikicat_Japanese_expatriates_in_the_United_States 13660
Milan	wikicat_Populated_places_established_in_the_1st_millennium_BC 407
Ronald_Colman	wikicat_British_screenwriters 25
Wallace_Shawn	wordnet_person_100007846 1
Maurice_Ross	wikicat_Scotland_B_international_footballers 8
Plovdiv	wikicat_Ancient_cities 11
Michał_Kalecki	wikicat_Polish_economists 73
Nokia	wikicat_Electronics_companies 9977
Nikica_Jelavić	wikicat_Austrian_Football_Bundesliga_players 1
Panevėžys_County	wikicat_Subdivisions_of_Lithuania 10488
Charlie_Chaplin	wikicat_Vaudeville_performers 39
Greta_Scacchi	wikicat_Australian_people 32
Admir_Bilibani	wikicat_FC_Lausanne-Sport_players 51
Deportivo_Saprissa	wordnet_club_108227214 1
Micky_Adams	wikicat_Leicester_City_F.C._managers 118
Bismarck,_North_Dakota	wikicat_Cities_in_North_Dakota 2
Gary_Barlow	wikicat_People_from_Cheshire 14435
Kashmir_Valley	wikicat_Subdivisions_of_Pakistan 7
Finland_national_football_team	wikicat_National_sports_teams_of_Finland 9
Steve_Torpey_(footballer,_born_1981)	wikicat_Fleetwood_Town_F.C._players 31
Tam_McManus	wikicat_Scottish_Premier_League_players 1
City_of_Canada_Bay	wikicat_Local_government_areas_in_Sydney 10775
Cameron_Mitchell_(actor)	wikicat_American_people_of_Scottish_descent 25
Empoli_F.C.	wikicat_Association_football_clubs_established_in_1920 79
Liam_Burns	wikicat_Football_Conference_players 8
Louisville	wikicat_Cities_in_the_United_States 9356
PSFC_Chernomorets_Burgas	wikicat_Sports_clubs_established_in_2005 623
Shaanxi	wikicat_Regions_of_China 2183
Hapoel_Rishon_LeZion_F.C.	wordnet_club_108227214 1
Trabzon	wikicat_Ancient_Greek_sites_in_Turkey 3
University_of_Rhode_Island	wikicat_Flagship_universities_in_the_United_States 1
Leelanau_County,_Michigan	wikicat_Populated_places_established_in_1840 17018
University_of_New_Brunswick	wikicat_Educational_institutions_established_in_the_1780s 166
Delron_Buckley	wikicat_Maritzburg_United_F.C._players 68
VU_University_Amsterdam	wordnet_university_108286569 2
Bury_F.C.	wikicat_Football_clubs_in_Bury 13876
Mülheim	wikicat_Districts_of_North_Rhine-Westphalia 1
The_Hague	wikicat_Port_cities_and_towns_of_the_North_Sea 1
Andrew_V._McLaglen	wikicat_Western_(genre)_film_directors 106
Janakpur_Zone	wikicat_Zones_of_Nepal 1
Richard_O'Donnell	wikicat_Stockport_County_F.C._players 66
Democratic_Alliance_(South_Africa)	wikicat_Liberal_parties 1
Laurent_Fabius	wikicat_French_Ministers_of_Finance 6
Baltimore_County,_Maryland	wordnet_county_108546183 6
Émile_Mpenza	wikicat_Belgium_international_footballers 12
VfL_Osnabrück	wikicat_Football_clubs_in_Germany 1
Australia_national_football_team	wikicat_Asian_national_association_football_teams 2
Cameroon	wikicat_Member_states_of_the_Commonwealth_of_Nations 6
Mark_Owen	wikicat_Musicians_from_Greater_Manchester 16097
Club_Atlético_Sarmiento	wikicat_Association_football_clubs_established_in_1911 12094
Jürgen_Moser	wikicat_American_people 1
Christian_Callejas	wikicat_Uruguayan_footballers 1
Russ_Tamblyn	wikicat_American_male_dancers 511
François_Remetter	wikicat_France_international_footballers 76
Münster	wordnet_administrative_district_108491826 60
Newport_RFC	wikicat_Welsh_rugby_union_teams 12394
University_of_Marburg	wordnet_university_108286569 1
Silver_Star	wikicat_Courage_awards 20
Northern_Region,_Ghana	wikicat_Regions_of_Ghana 1
Leah_Laiman	wikicat_American_soap_opera_writers 4427
Willard_Van_Orman_Quine	wikicat_Pragmatists 36
Hillsborough_County,_Florida	wikicat_Counties_in_the_Tampa_Bay_Area 15590
Phil_Keaggy	wikicat_American_composers 5
Konrad_Adenauer	wikicat_Grand_Officers_of_the_Order_of_Merit_of_the_Italian_Republic 53
Portland,_Maine	wikicat_Cities_in_Cumberland_County,_Maine 6
Denis_Leary	wikicat_Irish_male_comedians 12667
Jared_Borgetti	wikicat_2005_FIFA_Confederations_Cup_players 306
Theo_Lucius	wikicat_Dutch_footballers 3
Alexander_Herzen	wikicat_Opinion_journalists 3914
Jason_Blunt	wikicat_Goole_A.F.C._players 104
Mark_Prudhoe	wikicat_Bristol_City_F.C._players 2
Haim_Silvas	wikicat_Living_people 1
Pepe_Reina	wikicat_Living_people 1
Netherlands_national_football_team	wikicat_National_sports_teams_of_the_Netherlands 39
Columbia_Business_School	wikicat_Universities_and_colleges_in_New_York_City 1
Robert_Enke	wikicat_UEFA_Euro_2008_players 47
Sigmund_Freud	wikicat_Jewish_scientists 5
Setagaya,_Tokyo	wikicat_1964_Summer_Olympic_venues 13522
Diego_Serna	wikicat_New_England_Revolution_players 63
Aurelio_Vidmar	wikicat_1997_FIFA_Confederations_Cup_players 1809
Club_León	wordnet_club_108227214 23
New_York_Cosmos	wikicat_Association_football_clubs_established_in_1971 516
Beerschot_AC	wordnet_club_108227214 2
George_Clinton_(musician)	wikicat_21st-century_American_singers 4
Chandigarh	wikicat_Planned_cities 22
John_Milton	wikicat_Writers 1
Ebbw_Vale_F.C.	wikicat_Association_football_clubs_established_in_1888 23
Guy_Feutchine	wikicat_Kallithea_F.C._players 1094
Robert_B._Parker	wikicat_Thriller_writers 27
C._V._Sridhar	wikicat_Indian_film_directors 1
Pete_Seeger	wordnet_artist_109812338 1
George_Oghani	wikicat_Bury_F.C._players 52
Manuel_Blum	wikicat_Living_people 47
Olubayo_Adefemi	wikicat_Olympic_footballers_of_Nigeria 30
Silver_Star	wikicat_Military_awards_and_decorations_of_the_United_States 1
Darío_Flores	wikicat_Liga_I_players 1
FC_Chiasso	wikicat_Association_football_clubs_established_in_1905 476
Alexandre_Faioli	wikicat_Living_people 1
Vyacheslav_Sviderskyi	wikicat_FC_Dynamo_Kyiv_players 3
Trabzonspor	wikicat_Football_clubs_in_Turkey 9407
George_H._W._Bush	wikicat_20th-century_American_writers 4
Aaran_Lines	wikicat_Rochester_Rhinos_players 426
Millwall_F.C.	wikicat_Association_football_clubs_established_in_1885 49
Nicolás_Diez	wikicat_Deportivo_Táchira_players 3
Paul_Konchesky	wikicat_West_Ham_United_F.C._players 2
Corfu	wikicat_Mediterranean_port_cities_and_towns_in_Greece 6
The_Simpsons_Movie	wikicat_American_animated_films 2
Richard_Feynman	wikicat_Quantum_physicists 12
Aurelio_Vidmar	wikicat_Croydon_Kings_players 14026
Rivaldo_Barbosa_de_Souza	wikicat_Sport_Club_do_Recife_players 25
Craig_Armstrong_(footballer)	wikicat_Burnley_F.C._players 62
FC_Volochanin-Ratmir_Vyshny_Volochyok	wikicat_Association_football_clubs_established_in_1989 796
Émile_Durkheim	wikicat_French_people 1
Brooke_Shields	wikicat_20th-century_actors 1
Fontenay-sous-Bois	wikicat_Cities_in_France 1
Philip_Pullman	wikicat_20th-century_British_novelists 3
Simran_(actress)	wikicat_20th-century_Indian_actresses 2
Transylvania	wikicat_Former_countries_in_Europe 968
Sofia_Coppola	wikicat_American_women_film_directors 314
Riza_Lushta	wikicat_Serie_A_footballers 2
Long_Beach,_California	wikicat_Incorporated_cities_and_towns_in_California 1
Olivia_Newton-John	wikicat_People_of_Welsh_descent 44
Carlos_María_Morales	wikicat_LDU_Quito_footballers 405
Nottingham	wikicat_University_towns_in_the_United_Kingdom 20
Sky_Blue_FC	wikicat_New_Jersey_soccer_clubs 36
U.S._Cremonese	wikicat_Association_football_clubs_established_in_1910 25
Greg_Strong	wikicat_Scottish_Premier_League_players 2
Keanu_Reeves	wikicat_American_atheists 590
Milan_Stojanoski	wikicat_Macedonian_footballers 4
Matteo_Momentè	wikicat_People_from_the_Province_of_Venice 11972
David_Hume	wikicat_Atheist_philosophers 12
Mauro_Sérgio_Viriato_Mendes	wikicat_Santos_Futebol_Clube_players 20
SV_Eintracht_Trier_05	wikicat_Football_clubs_in_Germany 1
Charlie_Chaplin	wikicat_Slapstick_comedians 13935
Vladimir_Vasilj	wikicat_NK_Varaždin_players 6
Vital_Lyadzyanyow	wikicat_FC_Gorodeya_players 13691
Lionel_Jospin	wikicat_French_socialists 3
