Andrey_Yeshchenko	wikicat_Russian_footballers 3
Syangja_District	wikicat_Districts_of_Nepal 1
FremantleMedia	wikicat_Companies_of_the_United_Kingdom 16691
Sylvia_Plath	wikicat_American_diarists 12465
Francis_Bacon	wikicat_Empiricists 29
Greenock_Morton_F.C.	wikicat_Football_clubs_in_Scotland 1
Jackass_Number_Two	wikicat_2006_films 173
Michael_Nyman	wikicat_Postmodern_composers 14888
Club_Social_y_Deportivo_Macará	wikicat_Association_football_clubs_established_in_1939 5818
Dune_(film)	wikicat_Space_adventure_films 21
Daryl_Taylor	wikicat_Walsall_F.C._players 44
Adam_Rooney	wikicat_Scottish_Football_League_players 9
Danny_Califf	wikicat_LA_Galaxy_players 11
Greifswald	wikicat_Port_cities 9
Västra_Götaland_County	wikicat_Provinces_of_Sweden 11
Vietnam	wikicat_Socialist_states 1
Hristo_Stoichkov	wikicat_Bulgarian_expatriates_in_Spain 1
Roald_Dahl	wikicat_British_people_of_World_War_II 580
Thespakusatsu_Gunma	wikicat_Football_clubs_in_Japan 1
Eric_Clapton	wikicat_Blues_guitarists 16483
Bernard_Hill	wikicat_English_stage_actors 1
Santos_FC_(women)	wordnet_club_108227214 1
Delron_Buckley	wikicat_Borussia_Dortmund_II_players 2459
Michael_Hughes_(footballer)	wikicat_People_from_Larne 15202
Lublin_County	wikicat_Counties_of_Poland 70
Søren_Larsen	wikicat_Brøndby_IF_players 51
Vladan_Milovanović	wikicat_SC_Austria_Lustenau_players 828
Velletri	wikicat_Cities_and_towns_in_Italy 3
Patricia_Neal	wikicat_American_actresses 1
Aleksandar_Trišović	wikicat_FC_Metalist_Kharkiv_players 16
Steven_Tyler	wikicat_American_people_of_German_descent 13
Mato_Neretljak	wikicat_Living_people 1
Birmingham_City_F.C.	wikicat_Premier_League_clubs 1
Mike_Pollitt	wikicat_Burnley_F.C._players 17
James_Watson	wikicat_Nobel_laureates_in_Physiology_or_Medicine 1300
S.V._Zulte_Waregem	wikicat_Association_football_clubs_established_in_2001 226
Dan_Eggen	wikicat_Norwegian_football_managers 99
Sullivan_County,_Missouri	wikicat_Missouri_counties 1
Bournemouth	wordnet_site_108651247 1
Adam_Smith	wikicat_Scottish_people 18
Allen_Ginsberg	wikicat_Jewish_anarchists 6
Gilbert_Bodart	wikicat_Belgium_international_footballers 6
Nancy_Sinatra	wikicat_Living_people 1
Serhiy_Rozhok	wikicat_FC_Kryvbas_Kryvyi_Rih_players 26
Darren_Mansaram	wikicat_Armthorpe_Welfare_F.C._players 765
Warsaw	wordnet_administrative_district_108491826 1
Terrel_Castle	wikicat_American_expatriate_basketball_people_in_Spain 4
Porto-Novo	wikicat_Capitals 40
Teenage_Mutant_Ninja_Turtles_(film_series)	wikicat_Films_featuring_anthropomorphic_characters 4
The_Story_of_Alexander_Graham_Bell	wikicat_English-language_films 1
Walt_Disney	wikicat_American_people_of_Irish_descent 7
Karl_Marx	wikicat_English_philosophers 19
Dune_(film)	wikicat_American_films 1
Jack_Cork	wikicat_England_under-21_international_footballers 1
Neil_Wood	wikicat_Expatriate_footballers_in_Bosnia_and_Herzegovina 233
Turek_County	wikicat_Land_counties_of_Greater_Poland_Voivodeship 1
Mort_Shuman	wikicat_Jewish_American_musicians 42
George_Dantzig	wikicat_American_operations_researchers 3
Columbus,_Ohio	wikicat_Planned_cities_in_the_United_States 179
Sewickley,_Pennsylvania	wikicat_Pennsylvania_populated_places_on_the_Ohio_River 11183
Castile-La_Mancha	wikicat_NUTS_2_statistical_regions_of_the_European_Union 1
Frederik_Pohl	wikicat_English-language_writers 3
Roy_Scheider	wikicat_Rutgers_University_alumni 6027
French_language	wikicat_Languages_of_Lebanon 8
Franco_Da_Dalt	wikicat_A.S._Varese_1910_players 125
Andrej_Hesek	wikicat_FK_Senica_players 12771
Chien-Shiung_Wu	wikicat_20th-century_women 309
Mauricio_Hanuch	wikicat_Estudiantes_de_La_Plata_footballers 5
Belgium	wikicat_French-speaking_countries_and_territories 1
Irvine,_North_Ayrshire	wikicat_Ports_and_harbours_of_Scotland 4
Georges_Bataille	wikicat_French_philosophers 1
Wydad_Casablanca	wikicat_Football_clubs_in_Morocco 2
Tanya_Tucker	wordnet_artist_109812338 2
Williams_Martínez	wikicat_Expatriate_footballers_in_France 7
Waupaca_County,_Wisconsin	wordnet_county_108546183 1
Ludwig_Boltzmann	wikicat_Scientists_who_committed_suicide 15758
Alex_Revell	wikicat_Rotherham_United_F.C._players 5
Nikola_Jozić	wikicat_Eintracht_Frankfurt_players 227
Moscow	wikicat_Special_Economic_Zones 21
Krunoslav_Lovrek	wikicat_Croatian_expatriate_footballers 1
Ian_Thomas-Moore	wikicat_Burnley_F.C._players 128
Eduardo_Costa	wikicat_People_from_Rio_Grande_do_Sul 6
Abia_State	wikicat_States_in_Igboland 1
Dennis_Lehane	wikicat_American_crime_fiction_writers 5
Mexico_national_under-23_football_team	wikicat_National_sports_teams_of_Mexico 58
Beaufort,_South_Carolina	wikicat_Populated_places_in_Beaufort_County,_South_Carolina 9995
Nick_Cave	wikicat_Alternative_rock_musicians 630
Inter_Milan	wikicat_Unrelegated_association_football_clubs 12
Dublin	wikicat_Towns_and_villages_in_County_Dublin 2070
Borough_of_Fylde	wordnet_administrative_district_108491826 2
Oleg_Veretennikov	wikicat_FC_Rotor_Volgograd_players 15
Prince_Philip,_Duke_of_Edinburgh	wikicat_British_people_of_German_descent 5234
Belo_Horizonte	wikicat_Populated_places_established_in_1701 3429
Germany	wikicat_Federal_countries 25
Anel_Canales	wikicat_Association_football_forwards 1
Order_of_the_Star_of_Italian_Solidarity	wikicat_Awards_established_in_1947 137
Ahmed_Deen	wikicat_Bishop's_Stortford_F.C._players 36
fr/Avenir_sportif_de_La_Marsa_(football)	wikicat_Football_clubs_in_Tunisia 15527
Sociedade_Esportiva_do_Gama	wikicat_Football_clubs_in_Brazil 7
Palm_Springs,_California	wikicat_Incorporated_cities_and_towns_in_California 1
Nikopol,_Ukraine	wikicat_Cities_in_Dnipropetrovsk_Oblast 11
Bruno_Rodriguez	wikicat_AC_Ajaccio_players 20
Roger_Glover	wikicat_Heavy_metal_bass_guitarists 16370
Zacatepec	wikicat_Ascenso_MX_teams 1
Gyula_Lóránt	wikicat_20th-century_Hungarian_people 14193
William_Maxwell_(footballer)	wikicat_Belgium_national_football_team_managers 15057
Dario_Smoje	wikicat_Superleague_Greece_players 1
The_Lion_King	wikicat_Films_about_apes 29
Hugo_Carreira	wikicat_Expatriate_footballers_in_China 1
Gmina_Szelków	wordnet_administrative_district_108491826 538
Rodney_Bush	wikicat_Scottish_Football_League_players 49
Melissa_Tancredi	wikicat_Saint_Louis_Athletica_players 12851
Steve_Bowey	wikicat_Living_people 1
Clonmel	wikicat_Towns_and_villages_in_County_Tipperary 198
Ludwig_von_Mises	wikicat_Libertarian_theorists 151
Vanče_Šikov	wikicat_Macedonia_international_footballers 2
Aaran_Lines	wikicat_SV_Werder_Bremen_II_players 1722
Romy_Schneider	wikicat_Actresses_from_Vienna 15336
Jonathan_Lethem	wikicat_Writers_from_New_York 68
Union_Douala	wikicat_Football_clubs_in_Cameroon 1
Kevin_Bacon	wikicat_American_actors 1
David_Bohm	wikicat_Jewish_agnostics 3
Wolverhampton	wikicat_Metropolitan_boroughs 4
Jonathan_Lethem	wikicat_Postmodern_writers 1
Paulo_Figueiredo	wikicat_People_from_Luanda 3
Roald_Dahl	wikicat_British_aviators 15250
Olivia_Newton-John	wikicat_British_actors 130
Neustrelitz	wikicat_Towns_in_Mecklenburg-Vorpommern 1
Thelma_Schoonmaker	wikicat_Living_people 38
Gmina_Tarnawatka	wordnet_administrative_district_108491826 4982
Kelvin_Jack	wikicat_Association_football_goalkeepers 5
Matthew_Broderick	wikicat_People_from_New_York_City 1
Taiyuan	wikicat_Populated_places_established_in_the_1st_millennium_BC 1805
Cristiano_Ávalos	wikicat_Expatriate_footballers_in_South_Korea 1
Alice_Munro	wikicat_Canadian_novelists 15001
Mitt_Romney	wikicat_Massachusetts_politicians 37
Alfonso_Blanco_Antúnez	wikicat_Mexican_footballers 21
East_Carolina_University	wikicat_Universities_and_colleges_in_North_Carolina 11
Cameroon_national_football_team	wordnet_football_team_108080025 286
Bob_Hope	wikicat_Comedians 6
Paulo_Sérgio_Moreira_Gonçalves	wikicat_Estrela_da_Amadora_players 8
C._S._Lewis	wikicat_Science_fiction_writers 96
Kung_Fu_Panda	wikicat_Paramount_Pictures_films 7
FC_Botoșani	wikicat_Football_clubs_in_Romania 1
Alan_Ladd	wikicat_People_from_Hot_Springs,_Arkansas 12555
Yuriy_Moroz	wikicat_Living_people 1
Pascal_Zuberbühler	wikicat_Fulham_F.C._players 2
Islamabad	wikicat_Planned_capitals 5
Ipswich_Town_F.C.	wikicat_Football_League_Championship_clubs 18
Paul_Simpson_(footballer)	wikicat_Stockport_County_F.C._managers 230
George_Dantzig	wikicat_American_computer_scientists 925
Mircea_Eliade	wikicat_Romanian_biographers 13
Delta_Goodrem	wikicat_Singers_from_Sydney 12512
University_of_Bristol	wikicat_Organizations_established_in_1909 11098
Nainital_district	wikicat_Districts_of_Uttarakhand 2
California_State_University,_Long_Beach	wordnet_university_108286569 1
Warsaw_West_County	wikicat_Land_counties_of_Masovian_Voivodeship 8
CD_Numancia	wikicat_Multi-sport_clubs_in_Spain 3
Royal_Medal	wikicat_Biology_awards 38
Portland,_Oregon	wikicat_Populated_places_on_the_Columbia_River 650
Phil_Keaggy	wikicat_American_male_singers 4
Vanuatu	wikicat_Island_countries 2
Nicolás_Muñoz	wikicat_Association_football_forwards 11
Osnabrück	wikicat_Districts_of_Lower_Saxony 1
Joseph_Stiglitz	wikicat_Academics_of_the_University_of_Manchester 383
Iván_Obolo	wikicat_Expatriate_footballers_in_Italy 5
Oxford,_Ohio	wikicat_Cities_in_Ohio 84
War_of_the_Austrian_Succession	wikicat_Wars_involving_Russia 1
Mark_Crossley	wikicat_Living_people 1
David_Cassidy	wikicat_American_television_actors 4
Luke_Corbett	wikicat_Living_people 1
Heiðar_Helguson	wikicat_Fulham_F.C._players 40
Hichem_Mezaïr	wikicat_WA_Tlemcen_players 15467
Elmore_Leonard	wikicat_American_writers 1
Carl_Friedrich_Gauss	wikicat_Statisticians 2463
Tony_Sealy	wikicat_The_Football_League_players 1
Jari_Litmanen	wikicat_Premier_League_players 8
Nelson_Mandela	wikicat_Marxist_writers 1009
Bruno_Pereirinha	wikicat_S.S._Lazio_players 10
Bill_Evans	wikicat_Riverside_Records_artists 14680
David_Seaman	wikicat_English_footballers 1
Michele_Fini	wikicat_A.C._Siena_players 32
Captain_Beefheart	wikicat_Songwriters_from_California 227
Bolton_Wanderers_F.C.	wikicat_Association_football_clubs_established_in_1874 359
Pierre_Pflimlin	wikicat_Government_ministers_of_France 14
Milford,_Delaware	wikicat_Cities_in_Delaware 12557
Regional_Municipality_of_Peel	wordnet_administrative_district_108491826 166
Boz_Scaggs	wikicat_American_guitarists 2
George_R._R._Martin	wikicat_Worldcon_Guests_of_Honor 74
Walter_Novellino	wikicat_A.C._Perugia_Calcio_managers 13822
Jay_Mohr	wikicat_Living_people 26
Anthony_Eden	wikicat_Younger_sons_of_baronets 15126
Genoa_C.F.C.	wikicat_Lega_Pro_Prima_Divisione_clubs 1
FC_Steaua_București	wikicat_Liga_I_clubs 2
Hermann_Hreiðarsson	wikicat_Iceland_international_footballers 1
Upper_Normandy	wikicat_NUTS_2_statistical_regions_of_the_European_Union 1
Foeke_Booy	wikicat_FC_Utrecht_players 3
Lacina_Traoré	wikicat_Everton_F.C._players 882
Nenad_Mladenović	wikicat_Changsha_Ginde_players 4595
Clinton_County,_Ohio	wikicat_Populated_places_established_in_1810 1
Maroš_Klimpl	wikicat_FK_Viktoria_Žižkov_players 20
Bavaria	wordnet_administrative_district_108491826 3
Mounir_El_Hamdaoui	wikicat_Dutch_expatriates_in_England 2
George_MacDonald_Fraser	wikicat_British_journalists 35
Iberian_Peninsula	wikicat_Peninsulas_of_Europe 5
Charles_de_Gaulle	wikicat_20th-century_French_politicians 6
Oleksiy_Horodov	wikicat_FC_Spartak_Ivano-Frankivsk_players 328
Søren_Larsen	wikicat_Denmark_under-21_international_footballers 9
Opoczno_County	wikicat_Land_counties_of_Łódź_Voivodeship 1
Martin_Heidegger	wikicat_Continental_philosophers 4
Carrie_Fisher	wikicat_American_film_producers 6
Ambika_(actress)	wikicat_Actresses_in_Tamil_cinema 2
Alex_Bruce_(footballer,_born_1984)	wikicat_Oldham_Athletic_A.F.C._players 92
Grzegorz_Sandomierski	wikicat_Polish_expatriate_footballers 1
Anthony_Eden	wikicat_British_diplomats 14136
Dorinel_Munteanu	wikicat_Romanian_expatriates_in_Belgium 100
Bruce_Dickinson	wikicat_English-language_singers 2
Ville_Väisänen	wikicat_FC_Jazz_Pori_players 9
Michael_Hughes_(footballer)	wikicat_West_Ham_United_F.C._players 24
Michel_Aflaq	wikicat_Arab_politicians 153
Henry_Fonda	wikicat_American_television_actors 1
Alkaline_Trio	wikicat_Epic_Records_artists 27
Virginia_Commonwealth_University	wikicat_Public_universities 3
Nick_Cave	wikicat_English-language_singers 14
Franco-Prussian_War	wikicat_Conflicts_in_1870 95
Benton_County,_Minnesota	wikicat_Minnesota_counties 1
Olivier_Martinez	wikicat_Male_actors_from_Paris 8
Valéry_Giscard_d'Estaing	wikicat_Government_ministers_of_France 12
University_of_Zurich	wordnet_university_108286569 1
Adán_Vergara	wikicat_Universidad_Católica_footballers 106
Midge_Ure	wikicat_Living_people 1
Vesa-Matti_Loiri	wordnet_person_100007846 1
Amartya_Sen	wikicat_Living_people 5
Steven_Spielberg	wikicat_American_film_directors 1
Nenad_Stojanović	wikicat_FK_Vojvodina_players 28
Eastbourne	wikicat_Non-metropolitan_districts 1
Sivaji_Ganesan	wikicat_Actors_in_Tamil_cinema 8
Nazir_Kazharov	wikicat_FC_Volgar_Astrakhan_players 245
Terence_Winter	wikicat_New_York_University_alumni 1069
Debbie_Reynolds	wikicat_People_from_Beverly_Hills,_California 134
Brasília	wikicat_States_of_Brazil 40
Ersin_Mehmedović	wikicat_FC_Unirea_Urziceni_players 182
Kjetil_Wæhler	wikicat_Norwegian_footballers 2
Bohol	wikicat_Provinces_of_the_Philippines 8
Kuwait_City	wikicat_Port_cities_and_towns_of_the_Persian_Gulf 8
Kim_Christensen_(footballer_born_1980)	wikicat_FC_Twente_players 180
FC_Istres	wikicat_Football_clubs_in_France 43
All_Boys	wordnet_club_108227214 9
PH_postcode_area	wordnet_area_108497294 40
Antonio_Rizzolo	wikicat_Italian_footballers 1
Toronto	wordnet_administrative_district_108491826 1
Christopher_Reeve	wikicat_American_male_soap_opera_actors 551
Andrew_Taylor_(footballer,_born_1986)	wikicat_People_from_Hartlepool 16021
Darren_Mansaram	wikicat_York_City_F.C._players 40
Rik_Mayall	wikicat_English_male_comedians 107
Ivor_Novello_Awards	wikicat_Music_awards 2
Putrajaya	wikicat_Capitals_in_Asia 29
Jonathan_Lethem	wikicat_21st-century_American_writers 3
NK_Krka	wikicat_Association_football_clubs_established_in_1922 40
Kuwait	wikicat_Member_states_of_the_Cooperation_Council_for_the_Arab_States_of_the_Gulf 5
Stephen_Fry	wikicat_People_educated_at_Uppingham_School 16365
Buckethead	wikicat_American_bluegrass_guitarists 15704
Lucero_(entertainer)	wikicat_Mexican_female_singers 4
Brendan_Fraser	wikicat_American_male_film_actors 1
Illés_Zsolt_Sitku	wikicat_Hungarian_expatriates_in_Turkey 14105
Dijon_FCO	wikicat_Association_football_clubs_established_in_1936 5
Georges_Bataille	wikicat_French_novelists 10
Florianópolis	wikicat_State_capitals_in_Brazil 2088
Gary_Moore	wikicat_Blues_musicians 188
Worcester	wikicat_Villages_in_the_West_Midlands_(county) 1
David_Byrne	wikicat_British_record_producers 69
Kochi	wikicat_Cities_and_towns_in_Kerala 29
Mark_Prudhoe	wikicat_Sunderland_A.F.C._players 56
Clint_Marcelle	wikicat_Gainsborough_Trinity_F.C._players 53
Maurizio_Gaudino	wikicat_VfL_Bochum_players 2
Jason_Blunt	wikicat_Guiseley_A.F.C._players 183
Lionel_Jospin	wikicat_Sciences_Po_alumni 1
Stock_Aitken_Waterman	wikicat_Songwriters 115
Andrey_Movsisyan	wikicat_FC_Saturn_Ramenskoye_players 22
Quebec	wikicat_Romance_countries_and_territories 10
Prescot_Cables_F.C.	wikicat_North_West_Counties_Football_League_clubs 1
Sandro_Calabro	wikicat_Eredivisie_players 2
Geoffrey_Castillion	wikicat_AFC_Ajax_players 35
Daigo_Kobayashi	wikicat_Japanese_expatriates_in_the_United_States 14008
Milan	wikicat_Populated_places_established_in_the_1st_millennium_BC 74
Ronald_Colman	wikicat_British_screenwriters 17
Wallace_Shawn	wordnet_person_100007846 1
Maurice_Ross	wikicat_Scotland_B_international_footballers 14
Plovdiv	wikicat_Ancient_cities 23
Michał_Kalecki	wikicat_Polish_economists 26
Nokia	wikicat_Electronics_companies 12551
Nikica_Jelavić	wikicat_Austrian_Football_Bundesliga_players 7
Panevėžys_County	wikicat_Subdivisions_of_Lithuania 13352
Charlie_Chaplin	wikicat_Vaudeville_performers 14
Greta_Scacchi	wikicat_Australian_people 15
Admir_Bilibani	wikicat_FC_Lausanne-Sport_players 41
Deportivo_Saprissa	wordnet_club_108227214 8
Micky_Adams	wikicat_Leicester_City_F.C._managers 668
Bismarck,_North_Dakota	wikicat_Cities_in_North_Dakota 2
Gary_Barlow	wikicat_People_from_Cheshire 16433
Kashmir_Valley	wikicat_Subdivisions_of_Pakistan 1
Finland_national_football_team	wikicat_National_sports_teams_of_Finland 65
Steve_Torpey_(footballer,_born_1981)	wikicat_Fleetwood_Town_F.C._players 35
Tam_McManus	wikicat_Scottish_Premier_League_players 2
City_of_Canada_Bay	wikicat_Local_government_areas_in_Sydney 15016
Cameron_Mitchell_(actor)	wikicat_American_people_of_Scottish_descent 31
Empoli_F.C.	wikicat_Association_football_clubs_established_in_1920 37
Liam_Burns	wikicat_Football_Conference_players 3
Louisville	wikicat_Cities_in_the_United_States 5016
PSFC_Chernomorets_Burgas	wikicat_Sports_clubs_established_in_2005 4961
Shaanxi	wikicat_Regions_of_China 364
Hapoel_Rishon_LeZion_F.C.	wordnet_club_108227214 1
Trabzon	wikicat_Ancient_Greek_sites_in_Turkey 1
University_of_Rhode_Island	wikicat_Flagship_universities_in_the_United_States 2
Leelanau_County,_Michigan	wikicat_Populated_places_established_in_1840 17968
University_of_New_Brunswick	wikicat_Educational_institutions_established_in_the_1780s 66
Delron_Buckley	wikicat_Maritzburg_United_F.C._players 128
VU_University_Amsterdam	wordnet_university_108286569 2
Bury_F.C.	wikicat_Football_clubs_in_Bury 12239
Mülheim	wikicat_Districts_of_North_Rhine-Westphalia 1
The_Hague	wikicat_Port_cities_and_towns_of_the_North_Sea 76
Andrew_V._McLaglen	wikicat_Western_(genre)_film_directors 12
Janakpur_Zone	wikicat_Zones_of_Nepal 2
Richard_O'Donnell	wikicat_Stockport_County_F.C._players 62
Democratic_Alliance_(South_Africa)	wikicat_Liberal_parties 1
Laurent_Fabius	wikicat_French_Ministers_of_Finance 7
Baltimore_County,_Maryland	wordnet_county_108546183 6
Émile_Mpenza	wikicat_Belgium_international_footballers 45
VfL_Osnabrück	wikicat_Football_clubs_in_Germany 1
Australia_national_football_team	wikicat_Asian_national_association_football_teams 3
Cameroon	wikicat_Member_states_of_the_Commonwealth_of_Nations 4
Mark_Owen	wikicat_Musicians_from_Greater_Manchester 16585
Club_Atlético_Sarmiento	wikicat_Association_football_clubs_established_in_1911 1825
Jürgen_Moser	wikicat_American_people 1
Christian_Callejas	wikicat_Uruguayan_footballers 1
Russ_Tamblyn	wikicat_American_male_dancers 273
François_Remetter	wikicat_France_international_footballers 104
Münster	wordnet_administrative_district_108491826 75
Newport_RFC	wikicat_Welsh_rugby_union_teams 10777
University_of_Marburg	wordnet_university_108286569 9
Silver_Star	wikicat_Courage_awards 3
Northern_Region,_Ghana	wikicat_Regions_of_Ghana 2
Leah_Laiman	wikicat_American_soap_opera_writers 2394
Willard_Van_Orman_Quine	wikicat_Pragmatists 147
Hillsborough_County,_Florida	wikicat_Counties_in_the_Tampa_Bay_Area 16968
Phil_Keaggy	wikicat_American_composers 6
Konrad_Adenauer	wikicat_Grand_Officers_of_the_Order_of_Merit_of_the_Italian_Republic 51
Portland,_Maine	wikicat_Cities_in_Cumberland_County,_Maine 1
Denis_Leary	wikicat_Irish_male_comedians 10805
Jared_Borgetti	wikicat_2005_FIFA_Confederations_Cup_players 352
Theo_Lucius	wikicat_Dutch_footballers 3
Alexander_Herzen	wikicat_Opinion_journalists 686
Jason_Blunt	wikicat_Goole_A.F.C._players 65
Mark_Prudhoe	wikicat_Bristol_City_F.C._players 1
Haim_Silvas	wikicat_Living_people 1
Pepe_Reina	wikicat_Living_people 1
Netherlands_national_football_team	wikicat_National_sports_teams_of_the_Netherlands 25
Columbia_Business_School	wikicat_Universities_and_colleges_in_New_York_City 2
Robert_Enke	wikicat_UEFA_Euro_2008_players 69
Sigmund_Freud	wikicat_Jewish_scientists 2
Setagaya,_Tokyo	wikicat_1964_Summer_Olympic_venues 8738
Diego_Serna	wikicat_New_England_Revolution_players 67
Aurelio_Vidmar	wikicat_1997_FIFA_Confederations_Cup_players 1621
Club_León	wordnet_club_108227214 32
New_York_Cosmos	wikicat_Association_football_clubs_established_in_1971 2548
Beerschot_AC	wordnet_club_108227214 3
George_Clinton_(musician)	wikicat_21st-century_American_singers 4
Chandigarh	wikicat_Planned_cities 126
John_Milton	wikicat_Writers 1
Ebbw_Vale_F.C.	wikicat_Association_football_clubs_established_in_1888 46
Guy_Feutchine	wikicat_Kallithea_F.C._players 1196
Robert_B._Parker	wikicat_Thriller_writers 31
C._V._Sridhar	wikicat_Indian_film_directors 1
Pete_Seeger	wordnet_artist_109812338 1
George_Oghani	wikicat_Bury_F.C._players 47
Manuel_Blum	wikicat_Living_people 8
Olubayo_Adefemi	wikicat_Olympic_footballers_of_Nigeria 15
Silver_Star	wikicat_Military_awards_and_decorations_of_the_United_States 3
Darío_Flores	wikicat_Liga_I_players 1
FC_Chiasso	wikicat_Association_football_clubs_established_in_1905 11026
Alexandre_Faioli	wikicat_Living_people 1
Vyacheslav_Sviderskyi	wikicat_FC_Dynamo_Kyiv_players 3
Trabzonspor	wikicat_Football_clubs_in_Turkey 3
George_H._W._Bush	wikicat_20th-century_American_writers 12
Aaran_Lines	wikicat_Rochester_Rhinos_players 2270
Millwall_F.C.	wikicat_Association_football_clubs_established_in_1885 25
Nicolás_Diez	wikicat_Deportivo_Táchira_players 1
Paul_Konchesky	wikicat_West_Ham_United_F.C._players 1
Corfu	wikicat_Mediterranean_port_cities_and_towns_in_Greece 7
The_Simpsons_Movie	wikicat_American_animated_films 1
Richard_Feynman	wikicat_Quantum_physicists 84
Aurelio_Vidmar	wikicat_Croydon_Kings_players 15357
Rivaldo_Barbosa_de_Souza	wikicat_Sport_Club_do_Recife_players 18
Craig_Armstrong_(footballer)	wikicat_Burnley_F.C._players 119
FC_Volochanin-Ratmir_Vyshny_Volochyok	wikicat_Association_football_clubs_established_in_1989 1082
Émile_Durkheim	wikicat_French_people 1
Brooke_Shields	wikicat_20th-century_actors 1
Fontenay-sous-Bois	wikicat_Cities_in_France 1
Philip_Pullman	wikicat_20th-century_British_novelists 1
Simran_(actress)	wikicat_20th-century_Indian_actresses 1
Transylvania	wikicat_Former_countries_in_Europe 2874
Sofia_Coppola	wikicat_American_women_film_directors 348
Riza_Lushta	wikicat_Serie_A_footballers 2
Long_Beach,_California	wikicat_Incorporated_cities_and_towns_in_California 1
Olivia_Newton-John	wikicat_People_of_Welsh_descent 69
Carlos_María_Morales	wikicat_LDU_Quito_footballers 190
Nottingham	wikicat_University_towns_in_the_United_Kingdom 24
Sky_Blue_FC	wikicat_New_Jersey_soccer_clubs 43
U.S._Cremonese	wikicat_Association_football_clubs_established_in_1910 25
Greg_Strong	wikicat_Scottish_Premier_League_players 6
Keanu_Reeves	wikicat_American_atheists 727
Milan_Stojanoski	wikicat_Macedonian_footballers 2
Matteo_Momentè	wikicat_People_from_the_Province_of_Venice 12909
David_Hume	wikicat_Atheist_philosophers 58
Mauro_Sérgio_Viriato_Mendes	wikicat_Santos_Futebol_Clube_players 25
SV_Eintracht_Trier_05	wikicat_Football_clubs_in_Germany 1
Charlie_Chaplin	wikicat_Slapstick_comedians 15822
Vladimir_Vasilj	wikicat_NK_Varaždin_players 9
Vital_Lyadzyanyow	wikicat_FC_Gorodeya_players 9445
Lionel_Jospin	wikicat_French_socialists 4
